building_id,site_id,primary_use,sub_primary_use,sqm,year_built,meter_type,start,end,span_days,n_valid,coverage,missing_fraction,mean,std,min,max,n_negative,n_zero,constant_fraction,reason_excluded,eligible,selected,selection_rank,selection_reason
Bear_assembly_Danial,Bear,Entertainment/public assembly,Entertainment/public assembly,7680.3,2016.0,electricity,2016-08-09 15:00:00,2017-12-31 23:00:00,509.3333333333333,12187,0.9968916155419223,0.0031083844580777065,160.6557286124559,35.77434171560733,68.5363,282.9155,0,0.0,0.0,,True,False,,eligible but outside the configured subset size or site cap
Bear_assembly_Diana,Bear,Entertainment/public assembly,Entertainment/public assembly,121.2,1995.0,electricity,2016-03-30 13:00:00,2017-12-31 23:00:00,641.4166666666666,15280,0.9925300422215005,0.007469957778499459,0.8567714463350786,0.35258354467880826,0.0,2.514,0,2.0,0.006086387434554974,,True,False,,eligible but outside the configured subset size or site cap
Bear_assembly_Genia,Bear,Entertainment/public assembly,Entertainment/public assembly,24256.1,1923.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17377,0.9904810761513908,0.009518923848609195,261.0890542326063,79.93097440483575,151.3208,613.51,0,0.0,0.0,,True,False,,eligible but outside the configured subset size or site cap
Bear_assembly_Harry,Bear,Entertainment/public assembly,Entertainment/public assembly,5511.6,1932.0,electricity,2016-09-02 09:00:00,2017-12-31 23:00:00,485.5833333333333,11426,0.9803517803517804,0.01964821964821961,17.703158165587254,7.499168713910024,6.9955,48.5033,0,0.0,0.0031507089095046386,,True,False,,eligible but outside the configured subset size or site cap
Bear_assembly_Jose,Bear,Entertainment/public assembly,Entertainment/public assembly,3361.2,1966.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17505,0.9977770177838577,0.0022229822161422552,257.14087280205655,72.18200913718006,126.0,533.25,0,0.0,0.005255641245358469,,True,False,,eligible but outside the configured subset size or site cap
Bear_assembly_Roxy,Bear,Entertainment/public assembly,Entertainment/public assembly,1106.5,1903.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17066,0.9727542179662563,0.027245782033743726,15.916598476502987,11.34290860647334,0.0,75.398,0,1.0,0.15428337044415796,,True,False,,eligible but outside the configured subset size or site cap
Bear_assembly_Ruby,Bear,Entertainment/public assembly,Entertainment/public assembly,11538.3,1927.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17504,0.9977200182398541,0.002279981760145877,69.33275551873858,13.230171310259788,34.75,118.0,0,0.0,0.055987202925045707,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Alfredo,Bear,Education,Education,609.8,1909.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17490,0.996922024623803,0.0030779753761970285,0.18113274442538593,0.09009272190081316,0.05,0.63,0,0.0,0.08810748999428245,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Alvaro,Bear,Education,Education,10181.1,1994.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17481,0.9964090287277702,0.003590971272229848,419.54197717521885,61.71666307684794,219.976,600.5988,0,0.0,0.0,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Arnold,Bear,Education,Education,186.7,1957.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17111,0.9753191974464205,0.024680802553579517,0.5392917479983635,0.33338099214169414,0.0,2.427,0,5.0,0.026065104318859212,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Augusta,Bear,Education,Education,14017.9,1959.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17476,0.9961240310077519,0.003875968992248069,115.38137163538569,58.4190635005882,51.3087,254.7538,0,0.0,5.722133211261158e-05,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Austin,Bear,Education,Education,2031.4,1911.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17505,0.9977770177838577,0.0022229822161422552,21.116638423307627,14.69436120841578,4.975,65.95,0,0.0,0.03570408454727221,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Babara,Bear,Education,Education,8749.1,1964.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17347,0.9887710898312814,0.011228910168718631,372.5105477604197,38.48002398860472,198.708,512.3343,0,0.0,0.00034588113218423933,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Benita,Bear,Education,Education,13142.2,1907.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17139,0.9769151846785226,0.023084815321477437,521.5384076317172,59.08558639705823,279.3772,732.041,0,0.0,0.0,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Benjamin,Bear,Education,Education,786.2,,electricity,2016-07-12 15:00:00,2017-12-31 23:00:00,537.3333333333334,9726,0.7541288671784135,0.24587113282158646,1.151169884844746,0.7990190080373973,0.0,4.9,0,295.0,0.04513674686407567,coverage 0.754 < 0.95,False,False,,coverage 0.754 < 0.95
Bear_education_Bob,Bear,Education,Education,28360.3,1952.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17542,0.9998860009119928,0.0001139990880072439,128.5693519724091,49.56342808987011,68.559,268.901,0,0.0,0.0,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Bonita,Bear,Education,Education,389.2,1929.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17336,0.9881440948472412,0.011855905152758806,0.18761717235809877,0.11636045022996748,0.0825,0.82,0,0.0,0.06460544531610521,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Bulah,Bear,Education,Education,20504.0,2011.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17507,0.997891016871865,0.0021089831281350113,1332.9637139658423,144.0023550630229,0.0,1955.14,0,4.0,0.003598560575769692,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Carlo,Bear,Education,Education,1314.6,1974.0,electricity,2016-08-09 13:00:00,2017-12-31 23:00:00,509.4166666666667,11996,0.9811073852948393,0.018892614705160682,4.44261751417139,3.0185019628071528,1.175,17.073,0,0.0,0.003917972657552517,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Chad,Bear,Education,Education,39101.5,1930.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17519,0.9985750113999088,0.0014249886000912149,999.7315317426793,168.2468820942989,497.7502,1703.9808,0,0.0,0.0,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Chana,Bear,Education,Education,3781.7,1958.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17505,0.9977770177838577,0.0022229822161422552,21.382126261068265,5.17101012107852,14.0,38.25,0,0.0,0.27032276492430735,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Chun,Bear,Education,Education,4292.5,1941.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17471,0.9958390332877337,0.00416096671226629,100.81531511647874,29.2199495052913,50.09,233.755,0,0.0,0.0004006639574151451,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Clint,Bear,Education,Education,3836.6,1959.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17497,0.9973210214318285,0.002678978568171453,56.756331331085335,9.694816756746409,20.6667,89.5,0,0.0,0.08852946219351888,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Curtis,Bear,Education,Education,4104.6,1917.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17467,0.9956110351117191,0.0043889648882808885,68.91401561229748,10.750767165669906,36.75,111.25,0,0.0,0.06612469227686495,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Danna,Bear,Education,Education,9663.4,1960.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17541,0.999829001367989,0.00017099863201097687,102.98130734279688,43.78224990631398,34.25,229.75,0,0.0,0.023031754175930678,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Darrell,Bear,Education,Education,5234.4,1905.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17542,0.9998860009119928,0.0001139990880072439,39.2829802132026,26.063713882358673,12.058,101.4032,0,0.0,0.00017101812792155968,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Deborah,Bear,Education,Education,791.2,1920.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17455,0.9949270405836753,0.005072959416324685,0.7761435577198511,0.920936972044421,0.0,4.0,0,8383.0,0.43769693497565165,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Deena,Bear,Education,Education,1716.3,1923.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,16969,0.9672252621979024,0.03277473780209761,8.67914907183688,3.124973117197976,3.25,19.75,0,0.0,0.1582297130060699,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Derek,Bear,Education,Education,6331.0,1948.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17480,0.9963520291837665,0.00364797081623347,184.29424581235696,26.969559952987066,0.0,279.024,0,5.0,0.002688787185354691,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Destiny,Bear,Education,Education,5157.6,1978.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,15965,0.9099977200182399,0.09000227998176014,125.3788800501096,50.87590485033331,46.1095,316.9198,0,0.0,0.0,coverage 0.910 < 0.95,False,False,,coverage 0.910 < 0.95
Bear_education_Elise,Bear,Education,Education,20664.8,1964.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17542,0.9998860009119928,0.0001139990880072439,145.29194889978336,48.54556643251444,48.0022,337.5135,0,0.0,5.7006042640519895e-05,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Fannie,Bear,Education,Education,10788.0,1996.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17112,0.9753761969904241,0.024623803009575895,431.63125021622255,59.29195080155566,227.0,631.375,0,0.0,0.0016947171575502572,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Gavin,Bear,Education,Education,7158.6,1917.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17533,0.9993730050159598,0.0006269949840401745,89.9654304739634,9.484526763257943,64.903,120.0715,0,0.0,0.0,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Herb,Bear,Education,Education,2212.5,1914.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17503,0.9976630186958504,0.00233698130414961,12.93098178026624,4.731810843386491,7.0075,30.3127,0,0.0,5.7133062903502255e-05,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Herman,Bear,Education,Education,371.6,1910.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17505,0.9977770177838577,0.0022229822161422552,0.2846548986003999,0.14143333133390268,0.1,0.9425,0,0.0,0.05438446158240503,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Holly,Bear,Education,Education,722.9,1910.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17388,0.9911080711354309,0.008891928864569132,1.2479358810674028,0.5683100600186376,0.0,3.8792,0,1.0,0.0011502185415228894,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Irene,Bear,Education,Education,2415.1,1954.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17505,0.9977770177838577,0.0022229822161422552,88.83470253641815,33.587568706167964,46.6,197.5,0,0.0,0.11373893173379035,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Iris,Bear,Education,Education,5456.5,1923.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17542,0.9998860009119928,0.0001139990880072439,45.50789976057462,20.19589152515058,15.8,115.4,0,0.0,0.004104435070117433,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Katy,Bear,Education,Education,13752.6,1924.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17539,0.9997150022799818,0.00028499772001822077,124.40093538970294,40.90468507213852,41.8,295.6,0,0.0,0.0102058270140829,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Lashanda,Bear,Education,Education,10945.3,1959.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17505,0.9977770177838577,0.0022229822161422552,73.8961388174807,34.96082095448081,21.05,179.65,0,0.0,0.0022279348757497856,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Laurette,Bear,Education,Education,4079.4,1912.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17490,0.996922024623803,0.0030779753761970285,50.94600668381932,4.476237070868019,23.8735,65.7573,0,0.0,5.717552887364208e-05,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Leonel,Bear,Education,Education,6988.9,1993.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17540,0.9997720018239854,0.00022799817601459882,118.8260849372862,86.69154928250013,27.6,388.25,0,0.0,0.01619156214367161,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Lewis,Bear,Education,Education,4588.3,1931.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17505,0.9977770177838577,0.0022229822161422552,23.493649768637532,9.826553467640021,11.75,56.25,0,0.0,0.16549557269351614,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Lidia,Bear,Education,Education,2824.3,,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17505,0.9977770177838577,0.0022229822161422552,12.78733904598686,5.782966268163311,5.25,36.0,0,0.0,0.1027135104255927,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Lila,Bear,Education,Education,11483.9,1961.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17542,0.9998860009119928,0.0001139990880072439,214.48741520921214,42.83690044676129,136.45,304.05,0,0.0,0.0018241933644966366,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Liliana,Bear,Education,Education,19143.0,1950.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,15416,0.8787049703602371,0.12129502963976291,494.10235016216916,72.37522925486108,316.25,737.5081,0,0.0,0.0036325895173845357,coverage 0.879 < 0.95,False,False,,coverage 0.879 < 0.95
Bear_education_Lorie,Bear,Education,Education,11212.8,2012.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17493,0.997093023255814,0.0029069767441860517,400.834409798205,52.47916385074582,0.0,635.04,0,5.0,0.14205682272909165,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Mara,Bear,Education,Education,11903.3,1966.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17233,0.9822731418148655,0.01772685818513453,507.01431696744623,38.874518830549604,303.48,636.5,0,0.0,0.0009864794290024952,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Marie,Bear,Education,Education,4739.9,1924.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17542,0.9998860009119928,0.0001139990880072439,23.777067432447836,12.396486878430709,10.615,62.71,0,0.0,0.005130543837646791,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Marsha,Bear,Education,Education,10304.7,1941.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17501,0.9975490196078431,0.002450980392156854,88.02116195074568,23.92756158439386,50.565,170.6403,0,0.0,0.0,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Marta,Bear,Education,Education,4455.1,1980.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17535,0.9994870041039672,0.0005129958960328196,41.97512422583405,23.028365695212337,0.0,103.0,0,1.0,0.07396635300826918,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Maryjane,Bear,Education,Education,7998.1,1964.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17537,0.9996010031919744,0.0003989968080255757,330.22373104864,67.259082432475,232.75,534.25,0,0.0,0.009408678793408223,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Merrill,Bear,Education,Education,3235.3,1999.0,electricity,2016-05-04 15:00:00,2017-12-31 23:00:00,606.3333333333334,14317,0.9837834123548409,0.016216587645159097,21.887529747852202,8.851737658905183,9.0,58.5,0,0.0,0.06642453027868966,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Millie,Bear,Education,Education,661.7,1909.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17159,0.9780551755585956,0.021944824441404442,3.4084882102686636,0.6084280959311955,2.115,5.755,0,0.0,0.009965615711871321,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Nanette,Bear,Education,Education,6150.5,2015.0,electricity,2016-03-07 15:00:00,2017-12-31 23:00:00,664.3333333333334,15905,0.9974913766070869,0.002508623392913134,112.84086133920151,37.55972843562361,13.0562,279.8287,0,0.0,6.287331027978623e-05,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Oscar,Bear,Education,Education,2186.3,1906.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17502,0.9976060191518468,0.002393980848153232,11.705001782653412,4.080571254298195,2.8675,24.9125,0,0.0,0.0019426351274140097,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Owen,Bear,Education,Education,17949.0,1964.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17542,0.9998860009119928,0.0001139990880072439,150.14896032379434,62.11276110305864,0.0,269.568,0,5.0,0.19159730931478736,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Paola,Bear,Education,Education,12802.6,1967.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17542,0.9998860009119928,0.0001139990880072439,149.42739709839245,60.21791810296365,69.344,396.848,0,0.0,0.001083114810169878,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Patricia,Bear,Education,Education,16996.0,1963.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17503,0.9976630186958504,0.00233698130414961,632.3578278809347,69.41408016132216,460.3,849.7478,0,0.0,0.00017139918871050678,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Pattie,Bear,Education,Education,8032.9,2014.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17501,0.9975490196078431,0.002450980392156854,172.78906428204104,34.004251828965494,92.25,329.25,0,0.0,0.01685617964687732,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Rebecca,Bear,Education,Education,14279.2,1990.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17491,0.9969790241678067,0.0030209758321932956,781.6453305528557,85.46530790438473,503.792,1060.7868,0,0.0,0.0,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Sandy,Bear,Education,Education,1351.0,1920.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17406,0.9921340629274966,0.007865937072503382,6.671731276571298,1.3306536853198405,4.0,11.76,0,0.0,0.04119269217511203,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Santos,Bear,Education,Education,1349.3,1964.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17505,0.9977770177838577,0.0022229822161422552,8.532948203370466,8.35239710459395,1.6,44.9992,0,0.0,0.48957440731219654,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Sharon,Bear,Education,Education,5261.7,1953.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17538,0.9996580027359782,0.0003419972640218427,112.2177151670658,13.745974924860366,56.3333,161.5,0,0.0,0.02503136047439845,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Shelley,Bear,Education,Education,22378.8,1962.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17542,0.9998860009119928,0.0001139990880072439,162.52277344658532,56.81539708267549,83.75,306.5,0,0.0,0.020921217649070803,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Tara,Bear,Education,Education,733.9,1923.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17503,0.9976630186958504,0.00233698130414961,3.4002631948808775,1.3146157875306055,0.0,9.6375,0,1.0,0.005541907101639719,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Thuy,Bear,Education,Education,25122.2,1971.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17542,0.9998860009119928,0.0001139990880072439,230.68699058830236,82.77839043423641,116.3739,457.5731,0,0.0,0.00022802417056207958,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Val,Bear,Education,Education,16469.9,1964.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17536,0.9995440036479708,0.00045599635202919764,374.4448915944343,43.46754938916127,196.2275,514.6207,0,0.0,0.00017107664233576643,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Wade,Bear,Education,Education,10552.8,1958.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17542,0.9998860009119928,0.0001139990880072439,54.0915415745069,23.70582518149106,0.0,145.6,0,16.0,0.10540417284232129,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Wilton,Bear,Education,Education,28273.4,2006.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17534,0.9994300045599636,0.0005699954400364415,1565.2852047450667,172.24604812857618,0.0,2343.4669,0,7.0,0.00039922436409262004,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Wm,Bear,Education,Education,8679.0,1948.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17539,0.9997150022799818,0.00028499772001822077,50.325106573920976,12.390722660158596,31.5,94.0,0,0.0,0.045669650493186616,,True,False,,eligible but outside the configured subset size or site cap
Bear_education_Yuri,Bear,Education,Education,3793.7,1931.0,electricity,2016-01-01 00:00:00,2017-12-31 23:00:00,730.9583333333334,17505,0.9977770177838577,0.0022229822161422552,17.97400462724936,12.540344521667421,4.925,50.925,0,0.0,0.019194515852613538,,True,False,,eligible but outside the configured subset size or site cap
