dataset,target,partition,event_id,event_type,severity,magnitude_sd,injected_magnitude,scale_used,start_index,end_index,duration_steps,start_time,end_time,group_id,seed
bdg2,electricity,calibration_rule_block,13,bias_negative,1.0sd,1.0,-244.79161002205018,244.79161002205018,3528,3539,12,2017-07-11 02:00:00,2017-07-11 13:00:00,Fox_education_Henrietta,92
bdg2,electricity,calibration_rule_block,14,bias_negative,2.0sd,2.0,-489.58322004410036,244.79161002205018,3837,3848,12,2017-07-23 23:00:00,2017-07-24 10:00:00,Fox_education_Henrietta,92
bdg2,electricity,calibration_rule_block,15,drift,1.0sd,1.0,244.79161002205018,244.79161002205018,4556,4579,24,2017-06-25 16:00:00,2017-06-26 15:00:00,Hog_assembly_Colette,92
bdg2,electricity,calibration_rule_block,16,bias_negative,0.5sd,0.5,-122.39580501102509,244.79161002205018,4673,4684,12,2017-06-30 13:00:00,2017-07-01 00:00:00,Hog_assembly_Colette,92
bdg2,electricity,calibration_rule_block,17,bias_positive,0.5sd,0.5,122.39580501102509,244.79161002205018,4906,4917,12,2017-07-10 06:00:00,2017-07-10 17:00:00,Hog_assembly_Colette,92
bdg2,electricity,calibration_rule_block,18,level_shift,0.5sd,0.5,122.39580501102509,244.79161002205018,4964,4971,8,2017-07-12 16:00:00,2017-07-12 23:00:00,Hog_assembly_Colette,92
bdg2,electricity,calibration_rule_block,19,stuck,stuck,0.0,0.0,244.79161002205018,5621,5632,12,2017-06-11 19:00:00,2017-06-12 06:00:00,Hog_assembly_Dona,92
bdg2,electricity,calibration_rule_block,20,bias_negative,0.5sd,0.5,-122.39580501102509,244.79161002205018,5648,5659,12,2017-06-12 22:00:00,2017-06-13 09:00:00,Hog_assembly_Dona,92
bdg2,electricity,calibration_rule_block,21,level_shift,1.0sd,1.0,244.79161002205018,244.79161002205018,5952,5959,8,2017-06-25 14:00:00,2017-06-25 21:00:00,Hog_assembly_Dona,92
bdg2,electricity,calibration_rule_block,22,spike,4.0sd,4.0,-979.1664400882007,244.79161002205018,6287,6287,1,2017-07-09 13:00:00,2017-07-09 13:00:00,Hog_assembly_Dona,92
bdg2,electricity,calibration_rule_block,23,level_shift,2.0sd,2.0,489.58322004410036,244.79161002205018,6438,6445,8,2017-07-15 20:00:00,2017-07-16 03:00:00,Hog_assembly_Dona,92
bdg2,electricity,calibration_rule_block,24,bias_positive,0.5sd,0.5,122.39580501102509,244.79161002205018,6858,6869,12,2017-08-02 08:00:00,2017-08-02 19:00:00,Hog_assembly_Dona,92
bdg2,electricity,calibration_rule_block,25,level_shift,1.0sd,1.0,244.79161002205018,244.79161002205018,6945,6952,8,2017-08-05 23:00:00,2017-08-06 06:00:00,Hog_assembly_Dona,92
bdg2,electricity,calibration_rule_block,26,bias_positive,2.0sd,2.0,489.58322004410036,244.79161002205018,7048,7059,12,2017-06-13 00:00:00,2017-06-13 11:00:00,Lamb_assembly_Bertie,92
bdg2,electricity,calibration_rule_block,27,level_shift,1.0sd,1.0,244.79161002205018,244.79161002205018,8159,8166,8,2017-07-29 07:00:00,2017-07-29 14:00:00,Lamb_assembly_Bertie,92
bdg2,electricity,calibration_rule_block,28,spike,4.0sd,4.0,979.1664400882007,244.79161002205018,8405,8405,1,2017-06-11 07:00:00,2017-06-11 07:00:00,Lamb_assembly_Cesar,92
bdg2,electricity,calibration_rule_block,29,bias_negative,0.5sd,0.5,-122.39580501102509,244.79161002205018,8835,8846,12,2017-06-29 05:00:00,2017-06-29 16:00:00,Lamb_assembly_Cesar,92
bdg2,electricity,calibration_rule_block,30,bias_negative,1.0sd,1.0,-244.79161002205018,244.79161002205018,8915,8926,12,2017-07-02 13:00:00,2017-07-03 00:00:00,Lamb_assembly_Cesar,92
bdg2,electricity,calibration_rule_block,31,stuck,stuck,0.0,0.0,244.79161002205018,8954,8965,12,2017-07-04 04:00:00,2017-07-04 15:00:00,Lamb_assembly_Cesar,92
bdg2,electricity,calibration_rule_block,32,drift,1.0sd,1.0,-244.79161002205018,244.79161002205018,9529,9552,24,2017-07-28 03:00:00,2017-07-29 02:00:00,Lamb_assembly_Cesar,92
bdg2,electricity,calibration_rule_block,33,bias_positive,1.0sd,1.0,244.79161002205018,244.79161002205018,9694,9705,12,2017-08-04 00:00:00,2017-08-04 11:00:00,Lamb_assembly_Cesar,92
bdg2,electricity,calibration_rule_block,34,level_shift,2.0sd,2.0,489.58322004410036,244.79161002205018,10732,10739,8,2017-07-20 02:00:00,2017-07-20 09:00:00,Moose_education_Ricardo,92
bdg2,electricity,calibration_rule_block,35,level_shift,0.5sd,0.5,122.39580501102509,244.79161002205018,11147,11154,8,2017-08-06 09:00:00,2017-08-06 16:00:00,Moose_education_Ricardo,92
bdg2,electricity,calibration_rule_block,36,dropout,dropout,0.0,0.0,244.79161002205018,11194,11201,8,2017-06-11 02:00:00,2017-06-11 09:00:00,Mouse_health_Estela,92
bdg2,electricity,calibration_rule_block,37,bias_positive,1.0sd,1.0,244.79161002205018,244.79161002205018,11975,11986,12,2017-07-13 15:00:00,2017-07-14 02:00:00,Mouse_health_Estela,92
bdg2,electricity,calibration_rule_block,38,level_shift,2.0sd,2.0,489.58322004410036,244.79161002205018,12512,12519,8,2017-08-05 00:00:00,2017-08-05 07:00:00,Mouse_health_Estela,92
bdg2,electricity,calibration_rule_block,39,spike,4.0sd,4.0,979.1664400882007,244.79161002205018,13415,13415,1,2017-07-15 09:00:00,2017-07-15 09:00:00,Mouse_health_Justin,92
bdg2,electricity,calibration_rule_block,40,dropout,dropout,0.0,0.0,244.79161002205018,13857,13864,8,2017-08-02 19:00:00,2017-08-03 02:00:00,Mouse_health_Justin,92
bdg2,electricity,calibration_rule_block,41,drift,2.0sd,2.0,-489.58322004410036,244.79161002205018,13896,13919,24,2017-08-04 10:00:00,2017-08-05 09:00:00,Mouse_health_Justin,92
bdg2,electricity,test,0,spike,4.0sd,4.0,979.1664400882007,244.79161002205018,571,571,1,2017-08-31 15:00:00,2017-08-31 15:00:00,Eagle_assembly_Benny,142
bdg2,electricity,test,1,bias_negative,1.0sd,1.0,-244.79161002205018,244.79161002205018,710,721,12,2017-09-06 10:00:00,2017-09-06 21:00:00,Eagle_assembly_Benny,142
bdg2,electricity,test,2,spike,4.0sd,4.0,-979.1664400882007,244.79161002205018,799,799,1,2017-09-10 03:00:00,2017-09-10 03:00:00,Eagle_assembly_Benny,142
bdg2,electricity,test,3,drift,2.0sd,2.0,-489.58322004410036,244.79161002205018,2559,2582,24,2017-11-22 11:00:00,2017-11-23 10:00:00,Eagle_assembly_Benny,142
bdg2,electricity,test,4,level_shift,0.5sd,0.5,122.39580501102509,244.79161002205018,2765,2772,8,2017-12-01 01:00:00,2017-12-01 08:00:00,Eagle_assembly_Benny,142
bdg2,electricity,test,5,bias_negative,1.0sd,1.0,-244.79161002205018,244.79161002205018,3164,3175,12,2017-12-17 16:00:00,2017-12-18 03:00:00,Eagle_assembly_Benny,142
bdg2,electricity,test,6,bias_positive,0.5sd,0.5,122.39580501102509,244.79161002205018,3764,3775,12,2017-08-18 12:00:00,2017-08-18 23:00:00,Eagle_assembly_Ian,142
bdg2,electricity,test,7,bias_negative,0.5sd,0.5,-122.39580501102509,244.79161002205018,5627,5638,12,2017-11-04 03:00:00,2017-11-04 14:00:00,Eagle_assembly_Ian,142
bdg2,electricity,test,8,stuck,stuck,0.0,0.0,244.79161002205018,6718,6729,12,2017-12-19 14:00:00,2017-12-20 01:00:00,Eagle_assembly_Ian,142
bdg2,electricity,test,9,bias_positive,2.0sd,2.0,489.58322004410036,244.79161002205018,7229,7240,12,2017-08-16 17:00:00,2017-08-17 04:00:00,Fox_education_Henrietta,142
bdg2,electricity,test,10,level_shift,1.0sd,1.0,244.79161002205018,244.79161002205018,7795,7802,8,2017-09-09 07:00:00,2017-09-09 14:00:00,Fox_education_Henrietta,142
bdg2,electricity,test,11,bias_negative,1.0sd,1.0,-244.79161002205018,244.79161002205018,7955,7966,12,2017-09-15 23:00:00,2017-09-16 10:00:00,Fox_education_Henrietta,142
bdg2,electricity,test,12,bias_positive,2.0sd,2.0,489.58322004410036,244.79161002205018,8855,8866,12,2017-10-23 11:00:00,2017-10-23 22:00:00,Fox_education_Henrietta,142
bdg2,electricity,test,13,drift,1.0sd,1.0,-244.79161002205018,244.79161002205018,9547,9570,24,2017-11-21 07:00:00,2017-11-22 06:00:00,Fox_education_Henrietta,142
bdg2,electricity,test,14,level_shift,1.0sd,1.0,244.79161002205018,244.79161002205018,10965,10972,8,2017-08-26 05:00:00,2017-08-26 12:00:00,Hog_assembly_Colette,142
bdg2,electricity,test,15,level_shift,1.0sd,1.0,244.79161002205018,244.79161002205018,11415,11422,8,2017-09-13 23:00:00,2017-09-14 06:00:00,Hog_assembly_Colette,142
bdg2,electricity,test,16,bias_negative,2.0sd,2.0,-489.58322004410036,244.79161002205018,11497,11508,12,2017-09-17 09:00:00,2017-09-17 20:00:00,Hog_assembly_Colette,142
bdg2,electricity,test,17,bias_positive,2.0sd,2.0,489.58322004410036,244.79161002205018,12184,12195,12,2017-10-16 00:00:00,2017-10-16 11:00:00,Hog_assembly_Colette,142
bdg2,electricity,test,18,level_shift,2.0sd,2.0,489.58322004410036,244.79161002205018,14213,14220,8,2017-08-15 09:00:00,2017-08-15 16:00:00,Hog_assembly_Dona,142
bdg2,electricity,test,19,drift,1.0sd,1.0,-244.79161002205018,244.79161002205018,14963,14986,24,2017-09-15 15:00:00,2017-09-16 14:00:00,Hog_assembly_Dona,142
bdg2,electricity,test,20,bias_positive,1.0sd,1.0,244.79161002205018,244.79161002205018,15443,15454,12,2017-10-05 15:00:00,2017-10-06 02:00:00,Hog_assembly_Dona,142
bdg2,electricity,test,21,bias_positive,0.5sd,0.5,122.39580501102509,244.79161002205018,15686,15697,12,2017-10-15 18:00:00,2017-10-16 05:00:00,Hog_assembly_Dona,142
bdg2,electricity,test,22,bias_negative,2.0sd,2.0,-489.58322004410036,244.79161002205018,15922,15933,12,2017-10-25 14:00:00,2017-10-26 01:00:00,Hog_assembly_Dona,142
bdg2,electricity,test,23,drift,1.0sd,1.0,-244.79161002205018,244.79161002205018,17752,17775,24,2017-08-16 17:00:00,2017-08-17 16:00:00,Lamb_assembly_Bertie,142
bdg2,electricity,test,24,spike,4.0sd,4.0,979.1664400882007,244.79161002205018,18409,18409,1,2017-09-13 02:00:00,2017-09-13 02:00:00,Lamb_assembly_Bertie,142
bdg2,electricity,test,25,level_shift,0.5sd,0.5,122.39580501102509,244.79161002205018,19288,19295,8,2017-10-19 17:00:00,2017-10-20 00:00:00,Lamb_assembly_Bertie,142
bdg2,electricity,test,26,bias_negative,2.0sd,2.0,-489.58322004410036,244.79161002205018,21058,21069,12,2017-08-08 08:00:00,2017-08-08 19:00:00,Lamb_assembly_Cesar,142
bdg2,electricity,test,27,dropout,dropout,0.0,0.0,244.79161002205018,21147,21154,8,2017-08-12 01:00:00,2017-08-12 08:00:00,Lamb_assembly_Cesar,142
bdg2,electricity,test,28,level_shift,2.0sd,2.0,489.58322004410036,244.79161002205018,21774,21781,8,2017-09-07 04:00:00,2017-09-07 11:00:00,Lamb_assembly_Cesar,142
bdg2,electricity,test,29,bias_positive,0.5sd,0.5,122.39580501102509,244.79161002205018,22567,22578,12,2017-10-10 05:00:00,2017-10-10 16:00:00,Lamb_assembly_Cesar,142
bdg2,electricity,test,30,bias_negative,0.5sd,0.5,-122.39580501102509,244.79161002205018,22768,22779,12,2017-10-18 14:00:00,2017-10-19 01:00:00,Lamb_assembly_Cesar,142
bdg2,electricity,test,31,dropout,dropout,0.0,0.0,244.79161002205018,24908,24915,8,2017-08-22 14:00:00,2017-08-22 21:00:00,Moose_education_Ricardo,142
bdg2,electricity,test,32,level_shift,2.0sd,2.0,489.58322004410036,244.79161002205018,25834,25841,8,2017-09-30 13:00:00,2017-09-30 20:00:00,Moose_education_Ricardo,142
bdg2,electricity,test,33,dropout,dropout,0.0,0.0,244.79161002205018,26690,26697,8,2017-11-05 05:00:00,2017-11-05 12:00:00,Moose_education_Ricardo,142
bdg2,electricity,test,34,bias_positive,1.0sd,1.0,244.79161002205018,244.79161002205018,26828,26839,12,2017-11-10 23:00:00,2017-11-11 10:00:00,Moose_education_Ricardo,142
bdg2,electricity,test,35,level_shift,0.5sd,0.5,122.39580501102509,244.79161002205018,28130,28137,8,2017-08-20 16:00:00,2017-08-20 23:00:00,Mouse_health_Estela,142
bdg2,electricity,test,36,drift,2.0sd,2.0,489.58322004410036,244.79161002205018,28758,28781,24,2017-09-15 20:00:00,2017-09-16 19:00:00,Mouse_health_Estela,142
bdg2,electricity,test,37,drift,2.0sd,2.0,489.58322004410036,244.79161002205018,29115,29138,24,2017-09-30 17:00:00,2017-10-01 16:00:00,Mouse_health_Estela,142
bdg2,electricity,test,38,stuck,stuck,0.0,0.0,244.79161002205018,29742,29753,12,2017-10-26 20:00:00,2017-10-27 07:00:00,Mouse_health_Estela,142
bdg2,electricity,test,39,bias_positive,1.0sd,1.0,244.79161002205018,244.79161002205018,31629,31640,12,2017-08-20 07:00:00,2017-08-20 18:00:00,Mouse_health_Justin,142
bdg2,electricity,test,40,stuck,stuck,0.0,0.0,244.79161002205018,33221,33232,12,2017-10-25 15:00:00,2017-10-26 02:00:00,Mouse_health_Justin,142
bdg2,electricity,test,41,bias_negative,0.5sd,0.5,-122.39580501102509,244.79161002205018,33454,33465,12,2017-11-04 08:00:00,2017-11-04 19:00:00,Mouse_health_Justin,142
