ledger,operation_id,stage,synthetic,kind,module,call,estimator_class,pid,utc,n_rows,parameters,target_hash,wall_seconds,process_cpu_seconds,event,return_is_none
review/context_replay005_implementation_20260914/synthetic_test_operations.jsonl,bf7d67bd56174bf2918e28987e305653,bounded_regression_gate,True,calibrator_conformalize,mapie.regression.quantile_regression,conformalize,_MapieQuantileRegressor,32260,2026-09-14T15:06:09.201746+00:00,420,"{'alpha': 0.05, 'cv': 'split', 'estimator': ""HistGradientBoostingRegressor(early_stopping=False, learning_rate=0.05,\n                              loss='quantile', max_iter=3, max_leaf_nodes=7,\n                              min_samples_leaf=10, random_state=42)"", 'method': 'quantile'}",c0ff7dc48cae07d8947a5183ee19c7b30df78a555ec368bcef2aee900d9ceec3,0.005659999995259568,0.0,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations.jsonl,c57b76dd3bd84787a21541dc1b010b02,bounded_regression_gate,True,calibrator_conformalize,mapie.regression.quantile_regression,conformalize,ConformalizedQuantileRegressor,32260,2026-09-14T15:06:09.201746+00:00,420,{},c0ff7dc48cae07d8947a5183ee19c7b30df78a555ec368bcef2aee900d9ceec3,0.009025399995152839,0.0,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations.jsonl,6f9d742c8f354faeacacb87bcd90ce46,bounded_regression_gate,True,quantile_estimator_fit,sklearn.ensemble._hist_gradient_boosting.gradient_boosting,fit,HistGradientBoostingRegressor,32260,2026-09-14T15:09:07.110764+00:00,400,"{'categorical_features': 'warn', 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'quantile', 'max_bins': 255, 'max_depth': None, 'max_features': 1.0, 'max_iter': 300, 'max_leaf_nodes': 31, 'min_samples_leaf': 50, 'monotonic_cst': None, 'n_iter_no_change': 10, 'quantile': 0.025, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",304535bb437ebbd4158aa406fdda1d9a38583bd1a8a10c853f81a576ed5e533c,0.691398199996911,11.9375,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations.jsonl,b93d68a0f4574b86881e722857211b3e,bounded_regression_gate,True,quantile_estimator_fit,sklearn.ensemble._hist_gradient_boosting.gradient_boosting,fit,HistGradientBoostingRegressor,32260,2026-09-14T15:09:07.813742+00:00,400,"{'categorical_features': 'warn', 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'quantile', 'max_bins': 255, 'max_depth': None, 'max_features': 1.0, 'max_iter': 300, 'max_leaf_nodes': 31, 'min_samples_leaf': 50, 'monotonic_cst': None, 'n_iter_no_change': 10, 'quantile': 0.975, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",304535bb437ebbd4158aa406fdda1d9a38583bd1a8a10c853f81a576ed5e533c,0.6677306999918073,11.625,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations.jsonl,692b3ab2a1834107a163a623523c1d14,bounded_regression_gate,True,quantile_estimator_fit,sklearn.ensemble._hist_gradient_boosting.gradient_boosting,fit,HistGradientBoostingRegressor,32260,2026-09-14T15:09:08.488935+00:00,400,"{'categorical_features': 'warn', 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'quantile', 'max_bins': 255, 'max_depth': None, 'max_features': 1.0, 'max_iter': 300, 'max_leaf_nodes': 31, 'min_samples_leaf': 50, 'monotonic_cst': None, 'n_iter_no_change': 10, 'quantile': 0.5, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",304535bb437ebbd4158aa406fdda1d9a38583bd1a8a10c853f81a576ed5e533c,0.8519109000044409,15.96875,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations.jsonl,c8f7dc679ed14ff08122b8628ab460d0,bounded_regression_gate,True,cqr_wrapper_fit,mapie.regression.quantile_regression,fit,ConformalizedQuantileRegressor,32260,2026-09-14T15:09:07.110764+00:00,400,{},304535bb437ebbd4158aa406fdda1d9a38583bd1a8a10c853f81a576ed5e533c,2.2310712000034982,40.015625,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations.jsonl,81bdee00e21b44c9be92a9042453526f,bounded_regression_gate,True,calibrator_conformalize,mapie.regression.quantile_regression,conformalize,_MapieQuantileRegressor,32260,2026-09-14T15:09:09.347050+00:00,400,"{'alpha': 0.05, 'cv': 'split', 'estimator': ""HistGradientBoostingRegressor(learning_rate=0.05, loss='quantile', max_iter=300,\n                              min_samples_leaf=50, random_state=42)"", 'method': 'quantile'}",ee845bd0252cfa11666ff55aa6b4be7b98ad32ee373ad76f19394546cb90ffa4,0.027900300003238954,0.625,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations.jsonl,adb9ff7c871b4b5f8540aea638bf565a,bounded_regression_gate,True,calibrator_conformalize,mapie.regression.quantile_regression,conformalize,ConformalizedQuantileRegressor,32260,2026-09-14T15:09:09.343775+00:00,400,{},ee845bd0252cfa11666ff55aa6b4be7b98ad32ee373ad76f19394546cb90ffa4,0.031550900006550364,0.625,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_focused_v2.jsonl,4777cf9a97544c6580d0e28b91c36ee4,bounded_regression_gate,True,quantile_estimator_fit,sklearn.ensemble._hist_gradient_boosting.gradient_boosting,fit,HistGradientBoostingRegressor,1716,2026-09-14T15:11:34.080779+00:00,520,"{'categorical_features': 'warn', 'early_stopping': False, 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'quantile', 'max_bins': 255, 'max_depth': None, 'max_features': 1.0, 'max_iter': 3, 'max_leaf_nodes': 7, 'min_samples_leaf': 10, 'monotonic_cst': None, 'n_iter_no_change': 10, 'quantile': 0.025, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",09d748d3947fcdaa5a6b30a84aae9475e8def716f791556d4e22a2cfb353cebc,0.013794200000120327,0.015625,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_focused_v2.jsonl,877463436a264574a60c99ccf3521b3b,bounded_regression_gate,True,quantile_estimator_fit,sklearn.ensemble._hist_gradient_boosting.gradient_boosting,fit,HistGradientBoostingRegressor,1716,2026-09-14T15:11:34.098807+00:00,520,"{'categorical_features': 'warn', 'early_stopping': False, 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'quantile', 'max_bins': 255, 'max_depth': None, 'max_features': 1.0, 'max_iter': 3, 'max_leaf_nodes': 7, 'min_samples_leaf': 10, 'monotonic_cst': None, 'n_iter_no_change': 10, 'quantile': 0.975, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",09d748d3947fcdaa5a6b30a84aae9475e8def716f791556d4e22a2cfb353cebc,0.012123800013796426,0.015625,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_focused_v2.jsonl,b45ee12693cf4c9188cf650a0aa9e8cf,bounded_regression_gate,True,quantile_estimator_fit,sklearn.ensemble._hist_gradient_boosting.gradient_boosting,fit,HistGradientBoostingRegressor,1716,2026-09-14T15:11:34.113499+00:00,520,"{'categorical_features': 'warn', 'early_stopping': False, 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'quantile', 'max_bins': 255, 'max_depth': None, 'max_features': 1.0, 'max_iter': 3, 'max_leaf_nodes': 7, 'min_samples_leaf': 10, 'monotonic_cst': None, 'n_iter_no_change': 10, 'quantile': 0.5, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",09d748d3947fcdaa5a6b30a84aae9475e8def716f791556d4e22a2cfb353cebc,0.014835099995252676,0.0,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_focused_v2.jsonl,7019b140b6e24110851db2d05015917c,bounded_regression_gate,True,cqr_wrapper_fit,mapie.regression.quantile_regression,fit,ConformalizedQuantileRegressor,1716,2026-09-14T15:11:34.073912+00:00,520,{},09d748d3947fcdaa5a6b30a84aae9475e8def716f791556d4e22a2cfb353cebc,0.05732940000598319,0.03125,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_focused_v2.jsonl,c61848a5da254f0995700574a2af9fbb,bounded_regression_gate,True,calibrator_conformalize,mapie.regression.quantile_regression,conformalize,_MapieQuantileRegressor,1716,2026-09-14T15:11:34.129444+00:00,420,"{'alpha': 0.05, 'cv': 'split', 'estimator': ""HistGradientBoostingRegressor(early_stopping=False, learning_rate=0.05,\n                              loss='quantile', max_iter=3, max_leaf_nodes=7,\n                              min_samples_leaf=10, random_state=42)"", 'method': 'quantile'}",58814adb836f9a6318242b8c8887bfb3f13299f4108ca98c2ab8bddd5ff383ce,0.003767300004255958,0.0,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_focused_v2.jsonl,88c89a7e9ebf48658d547ac760fb3978,bounded_regression_gate,True,calibrator_conformalize,mapie.regression.quantile_regression,conformalize,ConformalizedQuantileRegressor,1716,2026-09-14T15:11:34.129444+00:00,420,{},58814adb836f9a6318242b8c8887bfb3f13299f4108ca98c2ab8bddd5ff383ce,0.0066913000046042725,0.015625,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_numeric_columns_v6.jsonl,986bbcd884bf45839e3acff67eb2d83e,bounded_regression_gate,True,quantile_estimator_fit,sklearn.ensemble._hist_gradient_boosting.gradient_boosting,fit,HistGradientBoostingRegressor,33748,2026-09-14T15:36:56.782256+00:00,520,"{'categorical_features': 'warn', 'early_stopping': False, 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'quantile', 'max_bins': 255, 'max_depth': None, 'max_features': 1.0, 'max_iter': 3, 'max_leaf_nodes': 7, 'min_samples_leaf': 10, 'monotonic_cst': None, 'n_iter_no_change': 10, 'quantile': 0.025, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",09d748d3947fcdaa5a6b30a84aae9475e8def716f791556d4e22a2cfb353cebc,0.013165199998184107,0.0,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_numeric_columns_v6.jsonl,fbfd7f67bb6049ea8ff09faa268a52c1,bounded_regression_gate,True,quantile_estimator_fit,sklearn.ensemble._hist_gradient_boosting.gradient_boosting,fit,HistGradientBoostingRegressor,33748,2026-09-14T15:36:56.799254+00:00,520,"{'categorical_features': 'warn', 'early_stopping': False, 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'quantile', 'max_bins': 255, 'max_depth': None, 'max_features': 1.0, 'max_iter': 3, 'max_leaf_nodes': 7, 'min_samples_leaf': 10, 'monotonic_cst': None, 'n_iter_no_change': 10, 'quantile': 0.975, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",09d748d3947fcdaa5a6b30a84aae9475e8def716f791556d4e22a2cfb353cebc,0.011827599999378435,0.0,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_numeric_columns_v6.jsonl,11f79c4dcb724b5a8a3bfe2cc90504a8,bounded_regression_gate,True,quantile_estimator_fit,sklearn.ensemble._hist_gradient_boosting.gradient_boosting,fit,HistGradientBoostingRegressor,33748,2026-09-14T15:36:56.812402+00:00,520,"{'categorical_features': 'warn', 'early_stopping': False, 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'quantile', 'max_bins': 255, 'max_depth': None, 'max_features': 1.0, 'max_iter': 3, 'max_leaf_nodes': 7, 'min_samples_leaf': 10, 'monotonic_cst': None, 'n_iter_no_change': 10, 'quantile': 0.5, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",09d748d3947fcdaa5a6b30a84aae9475e8def716f791556d4e22a2cfb353cebc,0.01391969999531284,0.015625,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_numeric_columns_v6.jsonl,58c78016eaee41f5a0f6a64697bdcc96,bounded_regression_gate,True,cqr_wrapper_fit,mapie.regression.quantile_regression,fit,ConformalizedQuantileRegressor,33748,2026-09-14T15:36:56.775471+00:00,520,{},09d748d3947fcdaa5a6b30a84aae9475e8def716f791556d4e22a2cfb353cebc,0.0552997999911895,0.0625,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_numeric_columns_v6.jsonl,f7a6e8ffacd24a8aba9551fa4e8ec02f,bounded_regression_gate,True,calibrator_conformalize,mapie.regression.quantile_regression,conformalize,_MapieQuantileRegressor,33748,2026-09-14T15:36:56.833380+00:00,420,"{'alpha': 0.05, 'cv': 'split', 'estimator': ""HistGradientBoostingRegressor(early_stopping=False, learning_rate=0.05,\n                              loss='quantile', max_iter=3, max_leaf_nodes=7,\n                              min_samples_leaf=10, random_state=42)"", 'method': 'quantile'}",58814adb836f9a6318242b8c8887bfb3f13299f4108ca98c2ab8bddd5ff383ce,0.004070700000738725,0.0,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_numeric_columns_v6.jsonl,ff80a839c36a4e09bac71790041420a6,bounded_regression_gate,True,calibrator_conformalize,mapie.regression.quantile_regression,conformalize,ConformalizedQuantileRegressor,33748,2026-09-14T15:36:56.832330+00:00,420,{},58814adb836f9a6318242b8c8887bfb3f13299f4108ca98c2ab8bddd5ff383ce,0.007431899997754954,0.0,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_repository_v4.jsonl,c723c31742ce47649da10acaea835001,bounded_regression_gate,True,quantile_estimator_fit,sklearn.ensemble._hist_gradient_boosting.gradient_boosting,fit,HistGradientBoostingRegressor,24432,2026-09-14T15:19:19.308701+00:00,520,"{'categorical_features': 'warn', 'early_stopping': False, 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'quantile', 'max_bins': 255, 'max_depth': None, 'max_features': 1.0, 'max_iter': 3, 'max_leaf_nodes': 7, 'min_samples_leaf': 10, 'monotonic_cst': None, 'n_iter_no_change': 10, 'quantile': 0.025, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",09d748d3947fcdaa5a6b30a84aae9475e8def716f791556d4e22a2cfb353cebc,0.012688599992543459,0.0,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_repository_v4.jsonl,37cc2c276a1d40408d331d8e83aa3006,bounded_regression_gate,True,quantile_estimator_fit,sklearn.ensemble._hist_gradient_boosting.gradient_boosting,fit,HistGradientBoostingRegressor,24432,2026-09-14T15:19:19.327325+00:00,520,"{'categorical_features': 'warn', 'early_stopping': False, 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'quantile', 'max_bins': 255, 'max_depth': None, 'max_features': 1.0, 'max_iter': 3, 'max_leaf_nodes': 7, 'min_samples_leaf': 10, 'monotonic_cst': None, 'n_iter_no_change': 10, 'quantile': 0.975, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",09d748d3947fcdaa5a6b30a84aae9475e8def716f791556d4e22a2cfb353cebc,0.010871499995118938,0.0,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_repository_v4.jsonl,4c14b010e41746b5b9c4de86fbaa58ec,bounded_regression_gate,True,quantile_estimator_fit,sklearn.ensemble._hist_gradient_boosting.gradient_boosting,fit,HistGradientBoostingRegressor,24432,2026-09-14T15:19:19.341695+00:00,520,"{'categorical_features': 'warn', 'early_stopping': False, 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'quantile', 'max_bins': 255, 'max_depth': None, 'max_features': 1.0, 'max_iter': 3, 'max_leaf_nodes': 7, 'min_samples_leaf': 10, 'monotonic_cst': None, 'n_iter_no_change': 10, 'quantile': 0.5, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",09d748d3947fcdaa5a6b30a84aae9475e8def716f791556d4e22a2cfb353cebc,0.013597699988167733,0.015625,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_repository_v4.jsonl,22c263a2a38c4b1db84df24fb31613a6,bounded_regression_gate,True,cqr_wrapper_fit,mapie.regression.quantile_regression,fit,ConformalizedQuantileRegressor,24432,2026-09-14T15:19:19.302971+00:00,520,{},09d748d3947fcdaa5a6b30a84aae9475e8def716f791556d4e22a2cfb353cebc,0.05219379998743534,0.046875,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_repository_v4.jsonl,64cfd1b50d14447db1553dd01968bcd3,bounded_regression_gate,True,calibrator_conformalize,mapie.regression.quantile_regression,conformalize,_MapieQuantileRegressor,24432,2026-09-14T15:19:19.357542+00:00,420,"{'alpha': 0.05, 'cv': 'split', 'estimator': ""HistGradientBoostingRegressor(early_stopping=False, learning_rate=0.05,\n                              loss='quantile', max_iter=3, max_leaf_nodes=7,\n                              min_samples_leaf=10, random_state=42)"", 'method': 'quantile'}",58814adb836f9a6318242b8c8887bfb3f13299f4108ca98c2ab8bddd5ff383ce,0.0035796000011032447,0.0,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_repository_v4.jsonl,85e9c056dac2413688aca9254e0ff634,bounded_regression_gate,True,calibrator_conformalize,mapie.regression.quantile_regression,conformalize,ConformalizedQuantileRegressor,24432,2026-09-14T15:19:19.357542+00:00,420,{},58814adb836f9a6318242b8c8887bfb3f13299f4108ca98c2ab8bddd5ff383ce,0.006706600004690699,0.0,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_repository_v4.jsonl,af7d2b1f1ff94cc6b2ba669130aa1a9d,bounded_regression_gate,True,kmeans_candidate_fit,sklearn.cluster._kmeans,fit,KMeans,24432,2026-09-14T15:19:22.937224+00:00,300,"{'algorithm': 'lloyd', 'copy_x': True, 'init': 'k-means++', 'max_iter': 300, 'n_clusters': 2, 'n_init': 10, 'random_state': 42, 'tol': 0.0001, 'verbose': 0}",,0.07798950000142213,0.0625,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_repository_v4.jsonl,cd7f82035871461191f209e34b80cead,bounded_regression_gate,True,kmeans_candidate_fit,sklearn.cluster._kmeans,fit,KMeans,24432,2026-09-14T15:19:23.026758+00:00,300,"{'algorithm': 'lloyd', 'copy_x': True, 'init': 'k-means++', 'max_iter': 300, 'n_clusters': 3, 'n_init': 10, 'random_state': 42, 'tol': 0.0001, 'verbose': 0}",,0.017755399996531196,0.015625,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_repository_v4.jsonl,dd7ca709d676439bb15b91cf22528837,bounded_regression_gate,True,kmeans_candidate_fit,sklearn.cluster._kmeans,fit,KMeans,24432,2026-09-14T15:19:23.045034+00:00,300,"{'algorithm': 'lloyd', 'copy_x': True, 'init': 'k-means++', 'max_iter': 300, 'n_clusters': 4, 'n_init': 10, 'random_state': 42, 'tol': 0.0001, 'verbose': 0}",,0.02170050000131596,0.015625,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_repository_v4.jsonl,8b4d830ee5184ed58f88a06a36341763,bounded_regression_gate,True,kmeans_candidate_fit,sklearn.cluster._kmeans,fit,KMeans,24432,2026-09-14T15:19:23.072786+00:00,300,"{'algorithm': 'lloyd', 'copy_x': True, 'init': 'k-means++', 'max_iter': 300, 'n_clusters': 5, 'n_init': 10, 'random_state': 42, 'tol': 0.0001, 'verbose': 0}",,0.025209400002495386,0.015625,returned,False
review/context_replay005_implementation_20260914/synthetic_test_operations_repository_v4.jsonl,d5b71971531347e48f49f16660b2b575,bounded_regression_gate,True,kmeans_candidate_fit,sklearn.cluster._kmeans,fit,KMeans,24432,2026-09-14T15:19:23.102957+00:00,300,"{'algorithm': 'lloyd', 'copy_x': True, 'init': 'k-means++', 'max_iter': 300, 'n_clusters': 6, 'n_init': 10, 'random_state': 42, 'tol': 0.0001, 'verbose': 0}",,0.027074900004663505,0.015625,returned,False
