dataset,target,partition,event_id,event_type,severity,magnitude_sd,injected_magnitude,scale_used,start_index,end_index,duration_steps,start_time,end_time,group_id,seed
pleia_energy,blockB-dif_cons,test,18,level_shift,2.0sd,2.0,0.6812186100924108,0.3406093050462054,4117,4128,12,2021-11-06 09:40:00,2021-11-06 11:30:00,,142
pleia_energy,blockB-dif_cons,test,19,drift,1.0sd,1.0,-0.3406093050462054,0.3406093050462054,4326,4361,36,2021-11-07 20:30:00,2021-11-08 02:20:00,,142
pleia_energy,blockB-dif_cons,test,20,bias_positive,1.0sd,1.0,0.3406093050462054,0.3406093050462054,4471,4488,18,2021-11-08 20:40:00,2021-11-08 23:30:00,,142
pleia_energy,blockB-dif_cons,test,21,bias_positive,0.5sd,0.5,0.1703046525231027,0.3406093050462054,4542,4559,18,2021-11-09 08:30:00,2021-11-09 11:20:00,,142
pleia_energy,blockB-dif_cons,test,22,bias_negative,2.0sd,2.0,-0.6812186100924108,0.3406093050462054,4610,4627,18,2021-11-09 19:50:00,2021-11-09 22:40:00,,142
pleia_energy,blockB-dif_cons,test,23,drift,1.0sd,1.0,-0.3406093050462054,0.3406093050462054,5133,5168,36,2021-11-13 11:00:00,2021-11-13 16:50:00,,142
pleia_energy,blockB-dif_cons,test,24,spike,4.0sd,4.0,1.3624372201848216,0.3406093050462054,5337,5337,1,2021-11-14 21:00:00,2021-11-14 21:00:00,,142
pleia_energy,blockB-dif_cons,test,25,level_shift,0.5sd,0.5,0.1703046525231027,0.3406093050462054,5588,5599,12,2021-11-16 14:50:00,2021-11-16 16:40:00,,142
pleia_energy,blockB-dif_cons,test,26,bias_negative,2.0sd,2.0,-0.6812186100924108,0.3406093050462054,6097,6114,18,2021-11-20 03:40:00,2021-11-20 06:30:00,,142
pleia_energy,blockB-dif_cons,test,27,dropout,dropout,0.0,0.0,0.3406093050462054,6126,6137,12,2021-11-20 08:30:00,2021-11-20 10:20:00,,142
pleia_energy,blockB-dif_cons,test,28,level_shift,2.0sd,2.0,0.6812186100924108,0.3406093050462054,6308,6319,12,2021-11-21 14:50:00,2021-11-21 16:40:00,,142
pleia_energy,blockB-dif_cons,test,29,bias_positive,0.5sd,0.5,0.1703046525231027,0.3406093050462054,6534,6551,18,2021-11-23 04:30:00,2021-11-23 07:20:00,,142
pleia_energy,blockB-dif_cons,test,30,bias_negative,0.5sd,0.5,-0.1703046525231027,0.3406093050462054,6593,6610,18,2021-11-23 14:20:00,2021-11-23 17:10:00,,142
pleia_energy,blockB-dif_cons,test,31,dropout,dropout,0.0,0.0,0.3406093050462054,7216,7227,12,2021-11-27 22:10:00,2021-11-28 00:00:00,,142
pleia_energy,blockB-dif_cons,test,32,level_shift,2.0sd,2.0,0.6812186100924108,0.3406093050462054,7484,7495,12,2021-11-29 18:50:00,2021-11-29 20:40:00,,142
pleia_energy,blockB-dif_cons,test,33,dropout,dropout,0.0,0.0,0.3406093050462054,7732,7743,12,2021-12-01 12:10:00,2021-12-01 14:00:00,,142
pleia_energy,blockB-dif_cons,test,34,bias_positive,1.0sd,1.0,0.3406093050462054,0.3406093050462054,7769,7786,18,2021-12-01 18:20:00,2021-12-01 21:10:00,,142
pleia_energy,blockB-dif_cons,test,35,level_shift,0.5sd,0.5,0.1703046525231027,0.3406093050462054,8149,8160,12,2021-12-04 09:40:00,2021-12-04 11:30:00,,142
pleia_energy,blockB-dif_cons,test,36,drift,2.0sd,2.0,0.6812186100924108,0.3406093050462054,8315,8350,36,2021-12-05 13:20:00,2021-12-05 19:10:00,,142
pleia_energy,blockB-dif_cons,test,37,drift,2.0sd,2.0,0.6812186100924108,0.3406093050462054,8419,8454,36,2021-12-06 06:40:00,2021-12-06 12:30:00,,142
pleia_energy,blockB-dif_cons,test,38,stuck,stuck,0.0,0.0,0.3406093050462054,8612,8629,18,2021-12-07 14:50:00,2021-12-07 17:40:00,,142
pleia_energy,blockB-dif_cons,test,39,bias_positive,1.0sd,1.0,0.3406093050462054,0.3406093050462054,9159,9176,18,2021-12-11 10:00:00,2021-12-11 12:50:00,,142
pleia_energy,blockB-dif_cons,test,40,stuck,stuck,0.0,0.0,0.3406093050462054,9620,9637,18,2021-12-14 14:50:00,2021-12-14 17:40:00,,142
pleia_energy,blockB-dif_cons,test,41,bias_negative,0.5sd,0.5,-0.1703046525231027,0.3406093050462054,9687,9704,18,2021-12-15 02:00:00,2021-12-15 04:50:00,,142
