dataset,horizon,outer_fold,model_seed,model,run_path,run_tree_sha256,protocol_path,protocol_sha256,source_sha256,evaluated_commit,model_owner_path,model_owner_sha256,model_owner_complete_sha256,acceptance_reference,historical_reuse,historical_refits
bdg2,1,0,45,xgboost,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f0_s45_v1,ee58552deb525bfc86bf139bee9517a4b9c5f717edbbacc9e9761e3f6a84339e,smart_building_conformal/protocols/matched_forecasting005/bdg2_h1_f0_s45_v1_core_completion_v1/frozen_protocol.json,82f781b32fd6315cf99ab97bfc074bf27755e7597f62a7b010229ddf817c7190,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,c8173136fa2e531e457791f8df5f3fc50ecf2454,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f0_s45_v1/units/bdg2_h1_f0_s45_xgboost/model.ubj,dd2d31232e3823b8547c2db077b28bbb766910e1a53b6ccbffafdd86d31d4cfd,f568d34bf21646ca5067d492ab054f214798ed09838ee38ba91e2ee020cbb492,C:\Users\nigel\OneDrive\Desktop\GitHub\confosense\smart_building_conformal\outputs\matched_forecasting005\core_completion_125_v1_coordinator\receipts\bdg2_h1_f0_s45_v1\audit_v1/validation.json,False,0
bdg2,1,0,45,attention_lstm,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f0_s45_v1,ee58552deb525bfc86bf139bee9517a4b9c5f717edbbacc9e9761e3f6a84339e,smart_building_conformal/protocols/matched_forecasting005/bdg2_h1_f0_s45_v1_core_completion_v1/frozen_protocol.json,82f781b32fd6315cf99ab97bfc074bf27755e7597f62a7b010229ddf817c7190,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,c8173136fa2e531e457791f8df5f3fc50ecf2454,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f0_s45_v1/units/bdg2_h1_f0_s45_attention_lstm/model.pt,2ab439910f61dcc7f415709fe83dfeab563bc65d8554ede8b46a57c2474bbdcd,4f6237f3b066fdb34fa5f933bea783c5eb24d321ac20dbf26f875f71d3241d6a,C:\Users\nigel\OneDrive\Desktop\GitHub\confosense\smart_building_conformal\outputs\matched_forecasting005\core_completion_125_v1_coordinator\receipts\bdg2_h1_f0_s45_v1\audit_v1/validation.json,False,0
bdg2,1,0,46,persistence,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f0_s46_v1,d41f0ba2c5ab38cd493a5db52087cc7a2c4a061bd0d678fdda3addff146acd7e,smart_building_conformal/protocols/matched_forecasting005/bdg2_h1_f0_s46_v1_core_completion_v1/frozen_protocol.json,9fb4b1a6d38adf5accdf782307fb105436a5c66bf2f7c65471cb745055a5d0a1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,c8173136fa2e531e457791f8df5f3fc50ecf2454,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f0_s46_v1/units/bdg2_h1_f0_s46_persistence/model.json,d1412ee3d3e418b89938666fc00195b4a9ff628098d8f01dd43c19df87ed248b,71d9bca39b3a7d8f98825284ef2279cba987494ff1986ddb64f20884678f56ec,C:\Users\nigel\OneDrive\Desktop\GitHub\confosense\smart_building_conformal\outputs\matched_forecasting005\core_completion_125_v1_coordinator\receipts\bdg2_h1_f0_s46_v1\audit_v1/validation.json,False,0
bdg2,1,0,46,xgboost,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f0_s46_v1,d41f0ba2c5ab38cd493a5db52087cc7a2c4a061bd0d678fdda3addff146acd7e,smart_building_conformal/protocols/matched_forecasting005/bdg2_h1_f0_s46_v1_core_completion_v1/frozen_protocol.json,9fb4b1a6d38adf5accdf782307fb105436a5c66bf2f7c65471cb745055a5d0a1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,c8173136fa2e531e457791f8df5f3fc50ecf2454,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f0_s46_v1/units/bdg2_h1_f0_s46_xgboost/model.ubj,32362a75b8956bafe69ff59e477238699bc0174295b613550e398a42b8309336,324cfb0eb600439e2acd0ca11495de86eb1a31cb59669fa0ca10265483157a45,C:\Users\nigel\OneDrive\Desktop\GitHub\confosense\smart_building_conformal\outputs\matched_forecasting005\core_completion_125_v1_coordinator\receipts\bdg2_h1_f0_s46_v1\audit_v1/validation.json,False,0
bdg2,1,0,46,attention_lstm,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f0_s46_v1,d41f0ba2c5ab38cd493a5db52087cc7a2c4a061bd0d678fdda3addff146acd7e,smart_building_conformal/protocols/matched_forecasting005/bdg2_h1_f0_s46_v1_core_completion_v1/frozen_protocol.json,9fb4b1a6d38adf5accdf782307fb105436a5c66bf2f7c65471cb745055a5d0a1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,c8173136fa2e531e457791f8df5f3fc50ecf2454,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f0_s46_v1/units/bdg2_h1_f0_s46_attention_lstm/model.pt,8236b2d522488564ced111b280abd1ef8a360cb2d78d2cd3fc64190f4c88b3e5,dfae560a17b5afe137a5103aad04853b39c06d64d6f44be70a254146d39457e5,C:\Users\nigel\OneDrive\Desktop\GitHub\confosense\smart_building_conformal\outputs\matched_forecasting005\core_completion_125_v1_coordinator\receipts\bdg2_h1_f0_s46_v1\audit_v1/validation.json,False,0
bdg2,1,1,42,persistence,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s42_v1,e45a41cacce8ae4033f19daae64ee4fb950998719705e4e6d52f0761ad882015,smart_building_conformal/protocols/matched_forecasting005/bdg2_h1_f1_s42_v1/frozen_protocol.json,3a12b8bb0420a6d8259bdf93ab6cb7ae75b0cf7fa3bea5f7cdbd7e0113915139,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,278a89377c932a4360311e7cec4b0c01ade27659,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s42_v1/units/bdg2_h1_f1_s42_persistence/model.json,d1412ee3d3e418b89938666fc00195b4a9ff628098d8f01dd43c19df87ed248b,fd673c93b42e170040a983e98a6dfe03355835b06f79a0d598d57604e6a7d38f,smart_building_conformal\outputs\matched_forecasting005\fold2_multiseed_batch_v1\analysis_v1\evidence_reuse_ledger.csv#bdg2|1|1|42,True,0
bdg2,1,1,42,xgboost,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s42_v1,e45a41cacce8ae4033f19daae64ee4fb950998719705e4e6d52f0761ad882015,smart_building_conformal/protocols/matched_forecasting005/bdg2_h1_f1_s42_v1/frozen_protocol.json,3a12b8bb0420a6d8259bdf93ab6cb7ae75b0cf7fa3bea5f7cdbd7e0113915139,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,278a89377c932a4360311e7cec4b0c01ade27659,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s42_v1/units/bdg2_h1_f1_s42_xgboost/model.ubj,acc45e93d2045197b40a7866795261381a4cd9480f21809bb3888d0b0952dd5a,37e4fb3beececd2f94b5a2f206dd631272964e46f14a2507364fa3438c5830fe,smart_building_conformal\outputs\matched_forecasting005\fold2_multiseed_batch_v1\analysis_v1\evidence_reuse_ledger.csv#bdg2|1|1|42,True,0
bdg2,1,1,42,attention_lstm,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s42_v1,e45a41cacce8ae4033f19daae64ee4fb950998719705e4e6d52f0761ad882015,smart_building_conformal/protocols/matched_forecasting005/bdg2_h1_f1_s42_v1/frozen_protocol.json,3a12b8bb0420a6d8259bdf93ab6cb7ae75b0cf7fa3bea5f7cdbd7e0113915139,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,278a89377c932a4360311e7cec4b0c01ade27659,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s42_v1/units/bdg2_h1_f1_s42_attention_lstm/model.pt,a9c14d1e2fd095ff4e98f671da7c56b105e3f07f0e6421239af78f9f888fb59e,481d40e13822cc55d66c3cd0d54dd995037b144da51161f24c614b3c79ace72f,smart_building_conformal\outputs\matched_forecasting005\fold2_multiseed_batch_v1\analysis_v1\evidence_reuse_ledger.csv#bdg2|1|1|42,True,0
bdg2,1,1,43,persistence,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s43_v1,888d187a44b572a9d0ff3072d01b97a130d2531d3f62f6b185156c53121cef4b,smart_building_conformal/protocols/matched_forecasting005/bdg2_h1_f1_s43_v1_core_completion_v1/frozen_protocol.json,d3327ce08965ad0372f97c1be428b9b0f5f943e6f24239c4a1680c22fec9d7c8,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,c8173136fa2e531e457791f8df5f3fc50ecf2454,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s43_v1/units/bdg2_h1_f1_s43_persistence/model.json,d1412ee3d3e418b89938666fc00195b4a9ff628098d8f01dd43c19df87ed248b,05faa2d7a5ed1367ba0ed8c949e14bf13d88bb896804ea465628e5f7793ab410,C:\Users\nigel\OneDrive\Desktop\GitHub\confosense\smart_building_conformal\outputs\matched_forecasting005\core_completion_125_v1_coordinator\receipts\bdg2_h1_f1_s43_v1\audit_v1/validation.json,False,0
bdg2,1,1,43,xgboost,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s43_v1,888d187a44b572a9d0ff3072d01b97a130d2531d3f62f6b185156c53121cef4b,smart_building_conformal/protocols/matched_forecasting005/bdg2_h1_f1_s43_v1_core_completion_v1/frozen_protocol.json,d3327ce08965ad0372f97c1be428b9b0f5f943e6f24239c4a1680c22fec9d7c8,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,c8173136fa2e531e457791f8df5f3fc50ecf2454,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s43_v1/units/bdg2_h1_f1_s43_xgboost/model.ubj,c97d273127074613a5fa6da871911de5654685ca439c4971980c1718f2149a79,5ae89b253c57a8203947e4872e0c8fa2d07fd2bcf47bc810aa437f3abcb2effe,C:\Users\nigel\OneDrive\Desktop\GitHub\confosense\smart_building_conformal\outputs\matched_forecasting005\core_completion_125_v1_coordinator\receipts\bdg2_h1_f1_s43_v1\audit_v1/validation.json,False,0
bdg2,1,1,43,attention_lstm,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s43_v1,888d187a44b572a9d0ff3072d01b97a130d2531d3f62f6b185156c53121cef4b,smart_building_conformal/protocols/matched_forecasting005/bdg2_h1_f1_s43_v1_core_completion_v1/frozen_protocol.json,d3327ce08965ad0372f97c1be428b9b0f5f943e6f24239c4a1680c22fec9d7c8,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,c8173136fa2e531e457791f8df5f3fc50ecf2454,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s43_v1/units/bdg2_h1_f1_s43_attention_lstm/model.pt,9920517588a00abe4e202db834bca95a3e287b76ac89408b6d298fd61779cdf3,6e6574535c23469cc77dafd0c112a26aa63e7d8adf46641fbf0939f08f54fa3e,C:\Users\nigel\OneDrive\Desktop\GitHub\confosense\smart_building_conformal\outputs\matched_forecasting005\core_completion_125_v1_coordinator\receipts\bdg2_h1_f1_s43_v1\audit_v1/validation.json,False,0
bdg2,1,1,44,persistence,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s44_v1,35cc3c47ad9254e0e8a0ec15fb1dc94a5526f87aed722003d8b761cd110376f2,smart_building_conformal/protocols/matched_forecasting005/bdg2_h1_f1_s44_v1_core_completion_v1/frozen_protocol.json,5c5a7b4dead787180940a21cedd8d9766e0c5046d927ee4ce93eed7b92089c0e,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,c8173136fa2e531e457791f8df5f3fc50ecf2454,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s44_v1/units/bdg2_h1_f1_s44_persistence/model.json,d1412ee3d3e418b89938666fc00195b4a9ff628098d8f01dd43c19df87ed248b,d3f1cdf192a9cf672d26d2368f6d0b88f40b24859a542a0aa0d2f9213db75f34,C:\Users\nigel\OneDrive\Desktop\GitHub\confosense\smart_building_conformal\outputs\matched_forecasting005\core_completion_125_v1_coordinator\receipts\bdg2_h1_f1_s44_v1\audit_v1/validation.json,False,0
bdg2,1,1,44,xgboost,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s44_v1,35cc3c47ad9254e0e8a0ec15fb1dc94a5526f87aed722003d8b761cd110376f2,smart_building_conformal/protocols/matched_forecasting005/bdg2_h1_f1_s44_v1_core_completion_v1/frozen_protocol.json,5c5a7b4dead787180940a21cedd8d9766e0c5046d927ee4ce93eed7b92089c0e,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,c8173136fa2e531e457791f8df5f3fc50ecf2454,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s44_v1/units/bdg2_h1_f1_s44_xgboost/model.ubj,0129843f606e8f1363d7bf2ec67a3aa85f9772773f917b561560347d95f09e91,5e418ed274e65fadb9bfbc2d509d5bd37c5b9959b86dce0d9c8e5751fbf76e31,C:\Users\nigel\OneDrive\Desktop\GitHub\confosense\smart_building_conformal\outputs\matched_forecasting005\core_completion_125_v1_coordinator\receipts\bdg2_h1_f1_s44_v1\audit_v1/validation.json,False,0
bdg2,1,1,44,attention_lstm,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s44_v1,35cc3c47ad9254e0e8a0ec15fb1dc94a5526f87aed722003d8b761cd110376f2,smart_building_conformal/protocols/matched_forecasting005/bdg2_h1_f1_s44_v1_core_completion_v1/frozen_protocol.json,5c5a7b4dead787180940a21cedd8d9766e0c5046d927ee4ce93eed7b92089c0e,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,c8173136fa2e531e457791f8df5f3fc50ecf2454,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s44_v1/units/bdg2_h1_f1_s44_attention_lstm/model.pt,b2bb78aba8a57195971fb05784db2d5e564494fabe6c6b1412d6525db5cbf701,5731e2e3132c2fee6524336069f0b48975f8eaf4751b77453f9ad02b4b824131,C:\Users\nigel\OneDrive\Desktop\GitHub\confosense\smart_building_conformal\outputs\matched_forecasting005\core_completion_125_v1_coordinator\receipts\bdg2_h1_f1_s44_v1\audit_v1/validation.json,False,0
bdg2,1,1,45,persistence,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s45_v1,f5399b645c35b458384e9bbd4a772da9d6524a4d5a4a4c86ad9cfbc75ee53cf3,smart_building_conformal/protocols/matched_forecasting005/bdg2_h1_f1_s45_v1_core_completion_v1/frozen_protocol.json,f9d483a7c9461c72addef0357070ca45aaabc7225fa289a6966e156f7b4d304d,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,c8173136fa2e531e457791f8df5f3fc50ecf2454,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s45_v1/units/bdg2_h1_f1_s45_persistence/model.json,d1412ee3d3e418b89938666fc00195b4a9ff628098d8f01dd43c19df87ed248b,7e2bd7400fae05057cb8f691dc41dfd3596bf63e0b8b9fc7e0466c2f88a4246f,C:\Users\nigel\OneDrive\Desktop\GitHub\confosense\smart_building_conformal\outputs\matched_forecasting005\core_completion_125_v1_coordinator\receipts\bdg2_h1_f1_s45_v1\audit_v1/validation.json,False,0
bdg2,1,1,45,xgboost,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s45_v1,f5399b645c35b458384e9bbd4a772da9d6524a4d5a4a4c86ad9cfbc75ee53cf3,smart_building_conformal/protocols/matched_forecasting005/bdg2_h1_f1_s45_v1_core_completion_v1/frozen_protocol.json,f9d483a7c9461c72addef0357070ca45aaabc7225fa289a6966e156f7b4d304d,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,c8173136fa2e531e457791f8df5f3fc50ecf2454,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s45_v1/units/bdg2_h1_f1_s45_xgboost/model.ubj,bb7cd808925975ccacc85d6ca172dc47b93b81d2262df0629b0c1f5b22f0b820,a22af6e6a9930794c790b654a56ecf5cadd7768978d15691017bdb538a2e7fed,C:\Users\nigel\OneDrive\Desktop\GitHub\confosense\smart_building_conformal\outputs\matched_forecasting005\core_completion_125_v1_coordinator\receipts\bdg2_h1_f1_s45_v1\audit_v1/validation.json,False,0
