dataset,target,partition,event_id,event_type,severity,magnitude_sd,injected_magnitude,scale_used,start_index,end_index,duration_steps,start_time,end_time,group_id,seed
rico,B.RTD3,calibration_rule_block,20,bias_negative,2.0sd,2.0,-11.34236567283703,5.671182836418515,2103,2122,20,2024-05-10 03:51:00,2024-05-10 04:10:00,P5S11,92
rico,B.RTD3,calibration_rule_block,21,spike,4.0sd,4.0,22.68473134567406,5.671182836418515,2176,2176,1,2024-05-10 05:04:00,2024-05-10 05:04:00,P5S11,92
rico,B.RTD3,calibration_rule_block,22,stuck,stuck,0.0,0.0,5.671182836418515,2338,2357,20,2024-05-10 08:05:00,2024-05-10 08:24:00,P5S12,92
rico,B.RTD3,calibration_rule_block,23,level_shift,1.0sd,1.0,5.671182836418515,5.671182836418515,2461,2475,15,2024-05-10 10:08:00,2024-05-10 10:22:00,P5S12,92
rico,B.RTD3,calibration_rule_block,24,drift,2.0sd,2.0,-11.34236567283703,5.671182836418515,2669,2698,30,2024-05-10 13:55:00,2024-05-10 14:24:00,P5S13,92
rico,B.RTD3,calibration_rule_block,25,drift,1.0sd,1.0,5.671182836418515,5.671182836418515,2705,2734,30,2024-05-10 14:31:00,2024-05-10 15:00:00,P5S13,92
rico,B.RTD3,calibration_rule_block,26,level_shift,0.5sd,0.5,2.8355914182092574,5.671182836418515,2767,2781,15,2024-05-10 15:52:00,2024-05-10 16:06:00,P5S14,92
rico,B.RTD3,calibration_rule_block,27,drift,1.0sd,1.0,-5.671182836418515,5.671182836418515,2812,2841,30,2024-05-10 16:37:00,2024-05-10 17:06:00,P5S14,92
rico,B.RTD3,calibration_rule_block,28,bias_negative,2.0sd,2.0,-11.34236567283703,5.671182836418515,2870,2889,20,2024-05-10 17:35:00,2024-05-10 17:54:00,P5S14,92
rico,B.RTD3,calibration_rule_block,29,bias_positive,1.0sd,1.0,5.671182836418515,5.671182836418515,3083,3102,20,2024-05-10 21:27:00,2024-05-10 21:46:00,P5S15,92
rico,B.RTD3,calibration_rule_block,30,level_shift,1.0sd,1.0,5.671182836418515,5.671182836418515,3225,3239,15,2024-05-11 00:08:00,2024-05-11 00:22:00,P5S16,92
rico,B.RTD3,calibration_rule_block,31,stuck,stuck,0.0,0.0,5.671182836418515,3406,3425,20,2024-05-11 03:28:00,2024-05-11 03:47:00,P5S17,92
rico,B.RTD3,calibration_rule_block,32,spike,4.0sd,4.0,22.68473134567406,5.671182836418515,3469,3469,1,2024-05-11 04:31:00,2024-05-11 04:31:00,P5S17,92
rico,B.RTD3,calibration_rule_block,33,dropout,dropout,0.0,0.0,5.671182836418515,3527,3541,15,2024-05-11 05:29:00,2024-05-11 05:43:00,P5S17,92
rico,B.RTD3,calibration_rule_block,34,level_shift,2.0sd,2.0,11.34236567283703,5.671182836418515,3585,3599,15,2024-05-11 06:27:00,2024-05-11 06:41:00,P5S17,92
rico,B.RTD3,test,0,spike,4.0sd,4.0,22.68473134567406,5.671182836418515,160,160,1,2024-05-11 10:00:00,2024-05-11 10:00:00,P5S18,142
rico,B.RTD3,test,1,spike,4.0sd,4.0,-22.68473134567406,5.671182836418515,221,221,1,2024-05-11 11:20:00,2024-05-11 11:20:00,P5S19,142
rico,B.RTD3,test,2,drift,2.0sd,2.0,-11.34236567283703,5.671182836418515,687,716,30,2024-05-11 19:44:00,2024-05-11 20:13:00,P5S21,142
rico,B.RTD3,test,3,level_shift,0.5sd,0.5,2.8355914182092574,5.671182836418515,743,757,15,2024-05-11 20:40:00,2024-05-11 20:54:00,P5S21,142
rico,B.RTD3,test,4,bias_negative,1.0sd,1.0,-5.671182836418515,5.671182836418515,849,868,20,2024-05-11 22:26:00,2024-05-11 22:45:00,P5S21,142
rico,B.RTD3,test,5,bias_positive,0.5sd,0.5,2.8355914182092574,5.671182836418515,1008,1027,20,2024-05-12 01:24:00,2024-05-12 01:43:00,P5S22,142
rico,B.RTD3,test,6,bias_negative,0.5sd,0.5,-2.8355914182092574,5.671182836418515,1503,1522,20,2024-05-12 10:17:00,2024-05-12 10:36:00,P5S24,142
rico,B.RTD3,test,7,stuck,stuck,0.0,0.0,5.671182836418515,1793,1812,20,2024-05-12 15:45:00,2024-05-12 16:04:00,P5S26,142
rico,B.RTD3,test,8,bias_positive,2.0sd,2.0,11.34236567283703,5.671182836418515,1928,1947,20,2024-05-12 18:00:00,2024-05-12 18:19:00,P5S26,142
rico,B.RTD3,test,9,level_shift,1.0sd,1.0,5.671182836418515,5.671182836418515,2079,2093,15,2024-05-12 20:50:00,2024-05-12 21:04:00,P5S27,142
rico,B.RTD3,test,10,bias_negative,1.0sd,1.0,-5.671182836418515,5.671182836418515,2121,2140,20,2024-05-12 21:32:00,2024-05-12 21:51:00,P5S27,142
rico,B.RTD3,test,11,bias_negative,1.0sd,1.0,-5.671182836418515,5.671182836418515,2360,2379,20,2024-05-13 01:50:00,2024-05-13 02:09:00,P5S28,142
rico,B.RTD3,test,12,drift,1.0sd,1.0,-5.671182836418515,5.671182836418515,2542,2571,30,2024-05-13 05:11:00,2024-05-13 05:40:00,P5S29,142
rico,B.RTD3,test,13,level_shift,1.0sd,1.0,5.671182836418515,5.671182836418515,2922,2936,15,2024-05-13 12:09:00,2024-05-13 12:23:00,P5S31,142
rico,B.RTD3,test,14,level_shift,0.5sd,0.5,2.8355914182092574,5.671182836418515,3041,3055,15,2024-05-13 14:08:00,2024-05-13 14:22:00,P5S31,142
rico,B.RTD3,test,15,bias_positive,2.0sd,2.0,11.34236567283703,5.671182836418515,3062,3081,20,2024-05-13 14:29:00,2024-05-13 14:48:00,P5S31,142
rico,B.RTD3,test,16,bias_positive,2.0sd,2.0,11.34236567283703,5.671182836418515,3244,3263,20,2024-05-13 17:50:00,2024-05-13 18:09:00,P5S32,142
rico,B.RTD3,test,17,dropout,dropout,0.0,0.0,5.671182836418515,3725,3739,15,2024-05-14 02:29:00,2024-05-14 02:43:00,P5S34,142
rico,B.RTD3,test,18,level_shift,2.0sd,2.0,11.34236567283703,5.671182836418515,3785,3799,15,2024-05-14 03:48:00,2024-05-14 04:02:00,P5S35,142
rico,B.RTD3,test,19,level_shift,2.0sd,2.0,11.34236567283703,5.671182836418515,3986,4000,15,2024-05-14 07:28:00,2024-05-14 07:42:00,P5S36,142
rico,B.RTD3,test,20,bias_positive,1.0sd,1.0,5.671182836418515,5.671182836418515,4110,4129,20,2024-05-14 09:32:00,2024-05-14 09:51:00,P5S36,142
rico,B.RTD3,test,21,bias_positive,0.5sd,0.5,2.8355914182092574,5.671182836418515,4174,4193,20,2024-05-14 10:36:00,2024-05-14 10:55:00,P5S36,142
rico,B.RTD3,test,22,bias_negative,2.0sd,2.0,-11.34236567283703,5.671182836418515,4237,4256,20,2024-05-14 11:58:00,2024-05-14 12:17:00,P5S37,142
rico,B.RTD3,test,23,drift,1.0sd,1.0,-5.671182836418515,5.671182836418515,4720,4749,30,2024-05-14 20:39:00,2024-05-14 21:08:00,P5S39,142
rico,B.RTD3,test,24,spike,4.0sd,4.0,-22.68473134567406,5.671182836418515,4906,4906,1,2024-05-15 00:04:00,2024-05-15 00:04:00,P5S40,142
rico,B.RTD3,test,25,bias_negative,2.0sd,2.0,-11.34236567283703,5.671182836418515,5130,5149,20,2024-05-15 04:07:00,2024-05-15 04:26:00,P5S41,142
rico,B.RTD3,test,26,bias_negative,2.0sd,2.0,-11.34236567283703,5.671182836418515,5601,5620,20,2024-05-15 12:36:00,2024-05-15 12:55:00,P5S43,142
rico,B.RTD3,test,27,level_shift,1.0sd,1.0,5.671182836418515,5.671182836418515,5794,5808,15,2024-05-15 16:08:00,2024-05-15 16:22:00,P5S44,142
rico,B.RTD3,test,28,bias_positive,0.5sd,0.5,2.8355914182092574,5.671182836418515,6002,6021,20,2024-05-15 19:55:00,2024-05-15 20:14:00,P5S45,142
rico,B.RTD3,test,29,bias_negative,0.5sd,0.5,-2.8355914182092574,5.671182836418515,6055,6074,20,2024-05-15 20:48:00,2024-05-15 21:07:00,P5S45,142
rico,B.RTD3,test,30,level_shift,2.0sd,2.0,11.34236567283703,5.671182836418515,6872,6886,15,2024-05-16 11:41:00,2024-05-16 11:55:00,P5S49,142
rico,B.RTD3,test,31,stuck,stuck,0.0,0.0,5.671182836418515,7096,7115,20,2024-05-16 15:44:00,2024-05-16 16:03:00,P5S50,142
rico,B.RTD3,test,32,bias_positive,1.0sd,1.0,5.671182836418515,5.671182836418515,7134,7153,20,2024-05-16 16:22:00,2024-05-16 16:41:00,P5S50,142
rico,B.RTD3,test,33,level_shift,0.5sd,0.5,2.8355914182092574,5.671182836418515,7482,7496,15,2024-05-16 22:29:00,2024-05-16 22:43:00,P5S51,142
rico,B.RTD3,test,34,dropout,dropout,0.0,0.0,5.671182836418515,7617,7631,15,2024-05-17 01:03:00,2024-05-17 01:17:00,P5S52,142
rico,B.RTD3,test,35,drift,2.0sd,2.0,11.34236567283703,5.671182836418515,7640,7669,30,2024-05-17 01:26:00,2024-05-17 01:55:00,P5S52,142
rico,B.RTD3,test,36,drift,1.0sd,1.0,5.671182836418515,5.671182836418515,7735,7764,30,2024-05-17 03:20:00,2024-05-17 03:49:00,P5S53,142
rico,B.RTD3,test,37,stuck,stuck,0.0,0.0,5.671182836418515,7907,7926,20,2024-05-17 06:12:00,2024-05-17 06:31:00,P5S53,142
rico,B.RTD3,test,38,bias_positive,1.0sd,1.0,5.671182836418515,5.671182836418515,8409,8428,20,2024-05-17 15:31:00,2024-05-17 15:50:00,P5S56,142
rico,B.RTD3,test,39,bias_negative,0.5sd,0.5,-2.8355914182092574,5.671182836418515,8893,8912,20,2024-05-18 00:13:00,2024-05-18 00:32:00,P5S58,142
