priority,dataset,horizon,outer_fold,model_seed,models,argv,output,command_exists,prerequisite,learned_fit_invocations,scenario_low_model_seconds,scenario_high_model_seconds,estimate_basis,fit_n,original_priority,updated_low_model_seconds,updated_high_model_seconds
19,pleia_energy,6,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f0_s43_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f0_s43_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,111.8545447921196,1025.818813543561,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",29710,20,61.238700650964404,1279.222463405021
23,pleia_energy,1,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f1_s44_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f1_s44_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,83.91538030533671,769.5885403928788,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",22289,24,45.94242338637986,959.6967178335415
24,pleia_energy,3,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f1_s44_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f1_s44_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,83.90032079072316,769.4504294789047,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",22285,25,45.934178525975824,959.5244899690641
25,pleia_energy,6,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f1_s44_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f1_s44_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,83.88149639745623,769.2777908364369,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",22280,26,45.92387245047078,959.3092051384675
26,pleia_energy,1,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f0_s44_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f0_s44_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,111.88842870000008,1026.129563100003,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",29719,27,61.25725158687348,1279.609976100095
27,pleia_energy,3,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f0_s44_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f0_s44_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,111.87336918538652,1025.9914521860287,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",29715,28,61.249006726469446,1279.4377482356176
28,pleia_energy,6,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f0_s44_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f0_s44_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,111.8545447921196,1025.818813543561,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",29710,29,61.238700650964404,1279.222463405021
32,pleia_energy,1,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f1_s45_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f1_s45_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,83.91538030533671,769.5885403928788,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",22289,33,45.94242338637986,959.6967178335415
33,pleia_energy,3,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f1_s45_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f1_s45_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,83.90032079072316,769.4504294789047,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",22285,34,45.934178525975824,959.5244899690641
34,pleia_energy,6,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f1_s45_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f1_s45_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,83.88149639745623,769.2777908364369,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",22280,35,45.92387245047078,959.3092051384675
35,pleia_energy,1,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f0_s45_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f0_s45_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,111.88842870000008,1026.129563100003,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",29719,36,61.25725158687348,1279.609976100095
36,pleia_energy,3,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f0_s45_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f0_s45_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,111.87336918538652,1025.9914521860287,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",29715,37,61.249006726469446,1279.4377482356176
37,pleia_energy,6,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f0_s45_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f0_s45_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,111.8545447921196,1025.818813543561,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",29710,38,61.238700650964404,1279.222463405021
41,pleia_energy,1,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f1_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f1_s46_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,83.91538030533671,769.5885403928788,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",22289,42,45.94242338637986,959.6967178335415
42,pleia_energy,3,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f1_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f1_s46_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,83.90032079072316,769.4504294789047,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",22285,43,45.934178525975824,959.5244899690641
43,pleia_energy,6,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f1_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f1_s46_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,83.88149639745623,769.2777908364369,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",22280,44,45.92387245047078,959.3092051384675
44,pleia_energy,1,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f0_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f0_s46_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,111.88842870000008,1026.129563100003,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",29719,45,61.25725158687348,1279.609976100095
45,pleia_energy,3,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f0_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f0_s46_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,111.87336918538652,1025.9914521860287,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",29715,46,61.249006726469446,1279.4377482356176
46,pleia_energy,6,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f0_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f0_s46_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,111.8545447921196,1025.818813543561,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",29710,47,61.238700650964404,1279.222463405021
50,rico,5,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f1_s42_v1""]",outputs/matched_forecasting005/rico_h5_f1_s42_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,73.43019325565469,673.4288165383243,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",19504,51,49.71897035849249,739.7709429049293
51,rico,15,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f1_s42_v1""]",outputs/matched_forecasting005/rico_h15_f1_s42_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,69.96650489453889,641.6633063242523,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",18584,52,47.3737359076202,704.8760871075269
52,rico,30,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f1_s42_v1""]",outputs/matched_forecasting005/rico_h30_f1_s42_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,64.77097235286521,594.0150410031445,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",17204,53,43.85588423131177,652.5338034114234
53,rico,60,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f1_s42_v1""]",outputs/matched_forecasting005/rico_h60_f1_s42_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,54.37990726951786,498.71851036092886,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",14444,54,36.820180878694906,547.8492360192165
54,rico,5,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f0_s42_v1""]",outputs/matched_forecasting005/rico_h5_f0_s42_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,98.17297576571224,900.345048197977,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",26076,55,66.47210167494104,989.041586709851
55,rico,15,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f0_s42_v1""]",outputs/matched_forecasting005/rico_h15_f0_s42_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,93.54217502204656,857.8759421509026,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",24846,56,63.33662518084005,942.3886816763675
56,rico,30,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f0_s42_v1""]",outputs/matched_forecasting005/rico_h30_f0_s42_v1,True,separate authorization and fresh freeze/readiness; broader methods need their own adapter implementation,10,86.59597390654807,794.1722830802911,"same-dataset observed model-phase seconds per fit row; min/max rates times 0.5/3; planning scenario, not a confidence interval or deadline",23001,57,58.63341043968856,872.4093241261422
