dataset,target,partition,event_id,event_type,severity,magnitude_sd,injected_magnitude,scale_used,start_index,end_index,duration_steps,start_time,end_time,group_id,seed
pleia,B-room11-V2,test,3,drift,2.0sd,2.0,-8.939442220415836,4.469721110207918,739,774,36,2021-10-13 22:30:00,2021-10-14 04:20:00,,142
pleia,B-room11-V2,test,4,level_shift,0.5sd,0.5,2.234860555103959,4.469721110207918,800,811,12,2021-10-14 08:40:00,2021-10-14 10:30:00,,142
pleia,B-room11-V2,test,5,bias_negative,1.0sd,1.0,-4.469721110207918,4.469721110207918,915,932,18,2021-10-15 03:50:00,2021-10-15 06:40:00,,142
pleia,B-room11-V2,test,6,bias_positive,0.5sd,0.5,2.234860555103959,4.469721110207918,1089,1106,18,2021-10-16 08:50:00,2021-10-16 11:40:00,,142
pleia,B-room11-V2,test,7,bias_negative,0.5sd,0.5,-2.234860555103959,4.469721110207918,1628,1645,18,2021-10-20 02:40:00,2021-10-20 05:30:00,,142
pleia,B-room11-V2,test,8,stuck,stuck,0.0,0.0,4.469721110207918,1944,1961,18,2021-10-22 07:20:00,2021-10-22 10:10:00,,142
pleia,B-room11-V2,test,9,bias_positive,2.0sd,2.0,8.939442220415836,4.469721110207918,2092,2109,18,2021-10-23 08:00:00,2021-10-23 10:50:00,,142
pleia,B-room11-V2,test,10,level_shift,1.0sd,1.0,4.469721110207918,4.469721110207918,2257,2268,12,2021-10-24 11:30:00,2021-10-24 13:20:00,,142
pleia,B-room11-V2,test,11,bias_negative,1.0sd,1.0,-4.469721110207918,4.469721110207918,2303,2320,18,2021-10-24 19:10:00,2021-10-24 22:00:00,,142
pleia,B-room11-V2,test,12,bias_positive,2.0sd,2.0,8.939442220415836,4.469721110207918,2563,2580,18,2021-10-26 14:30:00,2021-10-26 17:20:00,,142
pleia,B-room11-V2,test,13,drift,1.0sd,1.0,-4.469721110207918,4.469721110207918,2760,2795,36,2021-10-27 23:20:00,2021-10-28 05:10:00,,142
pleia,B-room11-V2,test,14,level_shift,1.0sd,1.0,4.469721110207918,4.469721110207918,3176,3187,12,2021-10-30 20:40:00,2021-10-30 22:30:00,,142
pleia,B-room11-V2,test,15,level_shift,1.0sd,1.0,4.469721110207918,4.469721110207918,3306,3317,12,2021-10-31 18:20:00,2021-10-31 20:10:00,,142
pleia,B-room11-V2,test,16,bias_negative,2.0sd,2.0,-8.939442220415836,4.469721110207918,3328,3345,18,2021-10-31 22:00:00,2021-11-01 00:50:00,,142
pleia,B-room11-V2,test,17,bias_positive,2.0sd,2.0,8.939442220415836,4.469721110207918,3527,3544,18,2021-11-02 07:10:00,2021-11-02 10:00:00,,142
pleia,B-room11-V2,test,18,level_shift,2.0sd,2.0,8.939442220415836,4.469721110207918,4117,4128,12,2021-11-06 09:30:00,2021-11-06 11:20:00,,142
pleia,B-room11-V2,test,19,drift,1.0sd,1.0,-4.469721110207918,4.469721110207918,4326,4361,36,2021-11-07 20:20:00,2021-11-08 02:10:00,,142
pleia,B-room11-V2,test,20,bias_positive,1.0sd,1.0,4.469721110207918,4.469721110207918,4471,4488,18,2021-11-08 20:30:00,2021-11-08 23:20:00,,142
pleia,B-room11-V2,test,21,bias_positive,0.5sd,0.5,2.234860555103959,4.469721110207918,4542,4559,18,2021-11-09 08:20:00,2021-11-09 11:10:00,,142
pleia,B-room11-V2,test,22,bias_negative,2.0sd,2.0,-8.939442220415836,4.469721110207918,4610,4627,18,2021-11-09 19:40:00,2021-11-09 22:30:00,,142
pleia,B-room11-V2,test,23,drift,1.0sd,1.0,-4.469721110207918,4.469721110207918,5133,5168,36,2021-11-13 10:50:00,2021-11-13 16:40:00,,142
pleia,B-room11-V2,test,24,spike,4.0sd,4.0,17.878884440831673,4.469721110207918,5337,5337,1,2021-11-14 20:50:00,2021-11-14 20:50:00,,142
pleia,B-room11-V2,test,25,level_shift,0.5sd,0.5,2.234860555103959,4.469721110207918,5588,5599,12,2021-11-16 14:40:00,2021-11-16 16:30:00,,142
pleia,B-room11-V2,test,26,bias_negative,2.0sd,2.0,-8.939442220415836,4.469721110207918,6097,6114,18,2021-11-20 03:30:00,2021-11-20 06:20:00,,142
pleia,B-room11-V2,test,27,dropout,dropout,0.0,0.0,4.469721110207918,6126,6137,12,2021-11-20 08:20:00,2021-11-20 10:10:00,,142
pleia,B-room11-V2,test,28,level_shift,2.0sd,2.0,8.939442220415836,4.469721110207918,6308,6319,12,2021-11-21 14:40:00,2021-11-21 16:30:00,,142
pleia,B-room11-V2,test,29,bias_positive,0.5sd,0.5,2.234860555103959,4.469721110207918,6534,6551,18,2021-11-23 04:20:00,2021-11-23 07:10:00,,142
pleia,B-room11-V2,test,30,bias_negative,0.5sd,0.5,-2.234860555103959,4.469721110207918,6593,6610,18,2021-11-23 14:10:00,2021-11-23 17:00:00,,142
pleia,B-room11-V2,test,31,dropout,dropout,0.0,0.0,4.469721110207918,7216,7227,12,2021-11-27 22:00:00,2021-11-27 23:50:00,,142
pleia,B-room11-V2,test,32,level_shift,2.0sd,2.0,8.939442220415836,4.469721110207918,7484,7495,12,2021-11-29 18:40:00,2021-11-29 20:30:00,,142
pleia,B-room11-V2,test,33,dropout,dropout,0.0,0.0,4.469721110207918,7732,7743,12,2021-12-01 12:00:00,2021-12-01 13:50:00,,142
pleia,B-room11-V2,test,34,bias_positive,1.0sd,1.0,4.469721110207918,4.469721110207918,7769,7786,18,2021-12-01 18:10:00,2021-12-01 21:00:00,,142
pleia,B-room11-V2,test,35,level_shift,0.5sd,0.5,2.234860555103959,4.469721110207918,8149,8160,12,2021-12-04 09:30:00,2021-12-04 11:20:00,,142
pleia,B-room11-V2,test,36,drift,2.0sd,2.0,8.939442220415836,4.469721110207918,8315,8350,36,2021-12-05 13:10:00,2021-12-05 19:00:00,,142
pleia,B-room11-V2,test,37,drift,2.0sd,2.0,8.939442220415836,4.469721110207918,8419,8454,36,2021-12-06 06:30:00,2021-12-06 12:20:00,,142
pleia,B-room11-V2,test,38,stuck,stuck,0.0,0.0,4.469721110207918,8612,8629,18,2021-12-07 14:40:00,2021-12-07 17:30:00,,142
pleia,B-room11-V2,test,39,bias_positive,1.0sd,1.0,4.469721110207918,4.469721110207918,9159,9176,18,2021-12-11 09:50:00,2021-12-11 12:40:00,,142
pleia,B-room11-V2,test,40,stuck,stuck,0.0,0.0,4.469721110207918,9620,9637,18,2021-12-14 14:40:00,2021-12-14 17:30:00,,142
pleia,B-room11-V2,test,41,bias_negative,0.5sd,0.5,-2.234860555103959,4.469721110207918,9687,9704,18,2021-12-15 01:50:00,2021-12-15 04:40:00,,142
