dataset,recalibration_strategy,block_start,block_index,n,empirical_coverage,coverage_deviation,mean_interval_width,post_shift
pleia_energy,static,3614,-10,144,1.0,0.050000000000000044,0.9407170666103087,False
pleia_energy,static,3758,-9,144,0.9513888888888888,0.001388888888888884,0.9407170666103087,False
pleia_energy,static,3902,-8,144,1.0,0.050000000000000044,0.9407170666103087,False
pleia_energy,static,4046,-7,144,1.0,0.050000000000000044,0.9407170666103087,False
pleia_energy,static,4190,-6,144,1.0,0.050000000000000044,0.9407170666103087,False
pleia_energy,static,4334,-5,144,1.0,0.050000000000000044,0.9407170666103087,False
pleia_energy,static,4478,-4,144,1.0,0.050000000000000044,0.9407170666103087,False
pleia_energy,static,4622,-3,144,0.9791666666666666,0.029166666666666674,0.9407170666103085,False
pleia_energy,static,4766,-2,144,0.9930555555555556,0.043055555555555625,0.9407170666103085,False
pleia_energy,static,4910,-1,144,0.9722222222222222,0.022222222222222254,0.9407170666103085,False
pleia_energy,static,5054,0,144,1.0,0.050000000000000044,0.9407170666103087,True
pleia_energy,static,5198,1,144,1.0,0.050000000000000044,0.9407170666103087,True
pleia_energy,static,5342,2,144,0.9236111111111112,0.026388888888888795,0.9407170666103085,True
pleia_energy,static,5486,3,144,0.9930555555555556,0.043055555555555625,0.9407170666103087,True
pleia_energy,static,5630,4,144,0.9722222222222222,0.022222222222222254,0.9407170666103087,True
pleia_energy,static,5774,5,144,0.9583333333333334,0.008333333333333415,0.9407170666103087,True
pleia_energy,static,5918,6,144,0.9861111111111112,0.036111111111111205,0.9407170666103085,True
pleia_energy,static,6062,7,144,1.0,0.050000000000000044,0.9407170666103085,True
pleia_energy,static,6206,8,144,1.0,0.050000000000000044,0.9407170666103087,True
pleia_energy,static,6350,9,144,0.9791666666666666,0.029166666666666674,0.9407170666103087,True
pleia_energy,static,6494,10,144,0.7916666666666666,0.15833333333333333,0.9407170666103087,True
pleia_energy,static,6638,11,144,0.9583333333333334,0.008333333333333415,0.9407170666103085,True
pleia_energy,static,6782,12,144,0.9166666666666666,0.033333333333333326,0.9407170666103085,True
pleia_energy,static,6926,13,144,0.9097222222222222,0.040277777777777746,0.9407170666103087,True
pleia_energy,static,7070,14,144,1.0,0.050000000000000044,0.9407170666103087,True
pleia_energy,static,7214,15,144,1.0,0.050000000000000044,0.9407170666103087,True
pleia_energy,static,7358,16,144,0.9166666666666666,0.033333333333333326,0.9407170666103087,True
pleia_energy,static,7502,17,144,0.9652777777777778,0.015277777777777835,0.9407170666103085,True
pleia_energy,static,7646,18,144,0.9513888888888888,0.001388888888888884,0.9407170666103085,True
pleia_energy,static,7790,19,144,0.9305555555555556,0.019444444444444375,0.9407170666103087,True
pleia_energy,static,7934,20,144,0.9722222222222222,0.022222222222222254,0.9407170666103085,True
pleia_energy,static,8078,21,144,1.0,0.050000000000000044,0.9407170666103087,True
pleia_energy,static,8222,22,144,1.0,0.050000000000000044,0.9407170666103087,True
pleia_energy,static,8366,23,144,1.0,0.050000000000000044,0.9407170666103087,True
pleia_energy,static,8510,24,144,0.9861111111111112,0.036111111111111205,0.9407170666103087,True
pleia_energy,static,8654,25,144,1.0,0.050000000000000044,0.9407170666103087,True
pleia_energy,static,8798,26,144,0.9236111111111112,0.026388888888888795,0.9407170666103085,True
pleia_energy,static,8942,27,144,0.9513888888888888,0.001388888888888884,0.9407170666103087,True
pleia_energy,static,9086,28,144,1.0,0.050000000000000044,0.9407170666103087,True
pleia_energy,static,9230,29,144,1.0,0.050000000000000044,0.9407170666103087,True
pleia_energy,static,9374,30,144,0.9652777777777778,0.015277777777777835,0.9407170666103085,True
pleia_energy,static,9518,31,144,0.9791666666666666,0.029166666666666674,0.9407170666103085,True
pleia_energy,static,9662,32,144,0.9305555555555556,0.019444444444444375,0.9407170666103087,True
pleia_energy,static,9806,33,144,0.9652777777777778,0.015277777777777835,0.9407170666103087,True
pleia_energy,static,9950,34,144,0.9930555555555556,0.043055555555555625,0.9407170666103087,True
pleia_energy,periodic,14,-35,144,1.0,0.050000000000000044,0.9402762291920487,False
pleia_energy,periodic,158,-34,144,1.0,0.050000000000000044,0.9356040243349253,False
pleia_energy,periodic,302,-33,144,1.0,0.050000000000000044,0.9295603930569456,False
pleia_energy,periodic,446,-32,144,1.0,0.050000000000000044,0.9227308676679158,False
pleia_energy,periodic,590,-31,144,1.0,0.050000000000000044,0.9166268739574074,False
pleia_energy,periodic,734,-30,144,0.9722222222222222,0.022222222222222254,0.9124119995727418,False
pleia_energy,periodic,878,-29,144,1.0,0.050000000000000044,0.9113351357437973,False
pleia_energy,periodic,1022,-28,144,1.0,0.050000000000000044,0.9081011085677382,False
pleia_energy,periodic,1166,-27,144,1.0,0.050000000000000044,0.9023219794048354,False
pleia_energy,periodic,1310,-26,144,1.0,0.050000000000000044,0.8979028367435444,False
pleia_energy,periodic,1454,-25,144,1.0,0.050000000000000044,0.8913323283967026,False
pleia_energy,periodic,1598,-24,144,0.9930555555555556,0.043055555555555625,0.8878634323705307,False
pleia_energy,periodic,1742,-23,144,0.9722222222222222,0.022222222222222254,0.8858755929147466,False
pleia_energy,periodic,1886,-22,144,1.0,0.050000000000000044,0.8843778691730309,False
pleia_energy,periodic,2030,-21,144,1.0,0.050000000000000044,0.8808098736767243,False
pleia_energy,periodic,2174,-20,144,1.0,0.050000000000000044,0.877275467164938,False
pleia_energy,periodic,2318,-19,144,1.0,0.050000000000000044,0.871684424473798,False
pleia_energy,periodic,2462,-18,144,1.0,0.050000000000000044,0.8687502070845667,False
pleia_energy,periodic,2606,-17,144,1.0,0.050000000000000044,0.8649682904329297,False
pleia_energy,periodic,2750,-16,144,1.0,0.050000000000000044,0.8598162476390672,False
pleia_energy,periodic,2894,-15,144,1.0,0.050000000000000044,0.8559286625110983,False
pleia_energy,periodic,3038,-14,144,1.0,0.050000000000000044,0.8533968281644098,False
pleia_energy,periodic,3182,-13,144,1.0,0.050000000000000044,0.8506606946611188,False
pleia_energy,periodic,3326,-12,144,1.0,0.050000000000000044,0.848112909217469,False
pleia_energy,periodic,3470,-11,144,1.0,0.050000000000000044,0.8459045657058261,False
pleia_energy,periodic,3614,-10,144,1.0,0.050000000000000044,0.8423129132246175,False
pleia_energy,periodic,3758,-9,144,0.9444444444444444,0.005555555555555536,0.8399876124957922,False
pleia_energy,periodic,3902,-8,144,1.0,0.050000000000000044,0.8398836024641305,False
pleia_energy,periodic,4046,-7,144,1.0,0.050000000000000044,0.8353848658072379,False
pleia_energy,periodic,4190,-6,144,1.0,0.050000000000000044,0.8312963769790196,False
pleia_energy,periodic,4334,-5,144,1.0,0.050000000000000044,0.8281152852995466,False
pleia_energy,periodic,4478,-4,144,1.0,0.050000000000000044,0.8261589381589949,False
pleia_energy,periodic,4622,-3,144,0.9722222222222222,0.022222222222222254,0.8234173998002638,False
pleia_energy,periodic,4766,-2,144,0.9791666666666666,0.029166666666666674,0.8199408014439863,False
pleia_energy,periodic,4910,-1,144,0.9513888888888888,0.001388888888888884,0.8177696866458299,False
pleia_energy,periodic,5054,0,144,1.0,0.050000000000000044,0.8173658563601348,True
pleia_energy,periodic,5198,1,144,1.0,0.050000000000000044,0.8148885734230169,True
pleia_energy,periodic,5342,2,144,0.8958333333333334,0.054166666666666585,0.813745315827833,True
pleia_energy,periodic,5486,3,144,0.9861111111111112,0.036111111111111205,0.8150072076249496,True
pleia_energy,periodic,5630,4,144,0.9652777777777778,0.015277777777777835,0.8138298936704591,True
pleia_energy,periodic,5774,5,144,0.9513888888888888,0.001388888888888884,0.8136405680573602,True
pleia_energy,periodic,5918,6,144,0.9513888888888888,0.001388888888888884,0.8136819536892326,True
pleia_energy,periodic,6062,7,144,0.9930555555555556,0.043055555555555625,0.8134236722882058,True
pleia_energy,periodic,6206,8,144,0.9722222222222222,0.022222222222222254,0.8105404681120901,True
pleia_energy,periodic,6350,9,144,0.9444444444444444,0.005555555555555536,0.809776083631463,True
pleia_energy,periodic,6494,10,144,0.6944444444444444,0.25555555555555554,0.8096326314586814,True
pleia_energy,periodic,6638,11,144,0.9513888888888888,0.001388888888888884,0.823460622711025,True
pleia_energy,periodic,6782,12,144,0.8611111111111112,0.0888888888888888,0.8241334282619907,True
pleia_energy,periodic,6926,13,144,0.8680555555555556,0.08194444444444438,0.8282678615182901,True
pleia_energy,periodic,7070,14,144,1.0,0.050000000000000044,0.8321067962471383,True
pleia_energy,periodic,7214,15,144,1.0,0.050000000000000044,0.8290922227699258,True
pleia_energy,periodic,7358,16,144,0.9027777777777778,0.047222222222222165,0.8276333558728789,True
pleia_energy,periodic,7502,17,144,0.9444444444444444,0.005555555555555536,0.8293708212326597,True
pleia_energy,periodic,7646,18,144,0.9236111111111112,0.026388888888888795,0.8299656825659069,True
pleia_energy,periodic,7790,19,144,0.9236111111111112,0.026388888888888795,0.8312073716120606,True
pleia_energy,periodic,7934,20,144,0.9652777777777778,0.015277777777777835,0.832745370393114,True
pleia_energy,periodic,8078,21,144,1.0,0.050000000000000044,0.8314693380234403,True
pleia_energy,periodic,8222,22,144,1.0,0.050000000000000044,0.8288355171806195,True
pleia_energy,periodic,8366,23,144,1.0,0.050000000000000044,0.8268666820780343,True
pleia_energy,periodic,8510,24,144,0.9861111111111112,0.036111111111111205,0.8254293456983837,True
pleia_energy,periodic,8654,25,144,1.0,0.050000000000000044,0.8234168536278129,True
pleia_energy,periodic,8798,26,144,0.9097222222222222,0.040277777777777746,0.8190164184163888,True
pleia_energy,periodic,8942,27,144,0.9444444444444444,0.005555555555555536,0.8232887593047792,True
pleia_energy,periodic,9086,28,144,1.0,0.050000000000000044,0.822745101276187,True
pleia_energy,periodic,9230,29,144,1.0,0.050000000000000044,0.8192768778117469,True
pleia_energy,periodic,9374,30,144,0.9652777777777778,0.015277777777777835,0.8157274043639638,True
pleia_energy,periodic,9518,31,144,0.9444444444444444,0.005555555555555536,0.8153725774006104,True
pleia_energy,periodic,9662,32,144,0.9097222222222222,0.040277777777777746,0.8160506972104375,True
pleia_energy,periodic,9806,33,144,0.9375,0.012499999999999956,0.8198537152474878,True
pleia_energy,periodic,9950,34,144,0.9861111111111112,0.036111111111111205,0.8199015368442775,True
pleia_energy,rolling,14,-35,144,1.0,0.050000000000000044,0.5432412889616239,False
pleia_energy,rolling,158,-34,144,1.0,0.050000000000000044,0.504447864439277,False
pleia_energy,rolling,302,-33,144,1.0,0.050000000000000044,0.4409637865147861,False
pleia_energy,rolling,446,-32,144,1.0,0.050000000000000044,0.3302316337810223,False
pleia_energy,rolling,590,-31,144,0.9930555555555556,0.043055555555555625,0.14427026028254034,False
pleia_energy,rolling,734,-30,144,0.8888888888888888,0.061111111111111116,0.13266670968126473,False
pleia_energy,rolling,878,-29,144,0.9791666666666666,0.029166666666666674,0.1173981573634643,False
pleia_energy,rolling,1022,-28,144,0.9722222222222222,0.022222222222222254,0.10913452462508874,False
pleia_energy,rolling,1166,-27,144,0.9444444444444444,0.005555555555555536,0.09442375391931439,False
pleia_energy,rolling,1310,-26,144,0.8333333333333334,0.11666666666666659,0.0972732213082235,False
pleia_energy,rolling,1454,-25,144,0.6805555555555556,0.2694444444444444,0.1301367632521914,False
pleia_energy,rolling,1598,-24,144,0.8333333333333334,0.11666666666666659,0.2579931527653582,False
pleia_energy,rolling,1742,-23,144,0.9375,0.012499999999999956,0.2702739134184368,False
pleia_energy,rolling,1886,-22,144,1.0,0.050000000000000044,0.26464058636778415,False
pleia_energy,rolling,2030,-21,144,1.0,0.050000000000000044,0.264584111913265,False
pleia_energy,rolling,2174,-20,144,1.0,0.050000000000000044,0.26443683481790603,False
pleia_energy,rolling,2318,-19,144,1.0,0.050000000000000044,0.26290553605651457,False
pleia_energy,rolling,2462,-18,144,0.9791666666666666,0.029166666666666674,0.2575344803261314,False
pleia_energy,rolling,2606,-17,144,1.0,0.050000000000000044,0.20606009922576968,False
pleia_energy,rolling,2750,-16,144,0.9861111111111112,0.036111111111111205,0.059310642621119986,False
pleia_energy,rolling,2894,-15,144,0.9791666666666666,0.029166666666666674,0.051831723736483565,False
pleia_energy,rolling,3038,-14,144,0.9583333333333334,0.008333333333333415,0.05129950980301373,False
pleia_energy,rolling,3182,-13,144,0.8263888888888888,0.12361111111111112,0.04986100114908741,False
pleia_energy,rolling,3326,-12,144,0.9236111111111112,0.026388888888888795,0.05439317183250452,False
pleia_energy,rolling,3470,-11,144,0.9791666666666666,0.029166666666666674,0.05705887900142145,False
pleia_energy,rolling,3614,-10,144,0.9930555555555556,0.043055555555555625,0.05491119358301169,False
pleia_energy,rolling,3758,-9,144,0.9097222222222222,0.040277777777777746,0.05469315683871084,False
pleia_energy,rolling,3902,-8,144,1.0,0.050000000000000044,0.056504858055382474,False
pleia_energy,rolling,4046,-7,144,1.0,0.050000000000000044,0.05576042438942556,False
pleia_energy,rolling,4190,-6,144,1.0,0.050000000000000044,0.05394545599741391,False
pleia_energy,rolling,4334,-5,144,0.9791666666666666,0.029166666666666674,0.04817156264810637,False
pleia_energy,rolling,4478,-4,144,0.9861111111111112,0.036111111111111205,0.04402729709650647,False
pleia_energy,rolling,4622,-3,144,0.5486111111111112,0.4013888888888888,0.05781755700557651,False
pleia_energy,rolling,4766,-2,144,0.4305555555555556,0.5194444444444444,0.23478930046953905,False
pleia_energy,rolling,4910,-1,144,0.8680555555555556,0.08194444444444438,0.4196561749087475,False
pleia_energy,rolling,5054,0,144,1.0,0.050000000000000044,0.49032731940787955,True
pleia_energy,rolling,5198,1,144,1.0,0.050000000000000044,0.49032731940787955,True
pleia_energy,rolling,5342,2,144,0.7777777777777778,0.17222222222222217,0.5033599931139594,True
pleia_energy,rolling,5486,3,144,0.9652777777777778,0.015277777777777835,0.626033948536641,True
pleia_energy,rolling,5630,4,144,0.9305555555555556,0.019444444444444375,0.6408690860994256,True
pleia_energy,rolling,5774,5,144,0.8541666666666666,0.09583333333333333,0.6432506649510478,True
pleia_energy,rolling,5918,6,144,0.9444444444444444,0.005555555555555536,0.7134042754782949,True
pleia_energy,rolling,6062,7,144,0.9583333333333334,0.008333333333333415,0.7263108498369871,True
pleia_energy,rolling,6206,8,144,0.9513888888888888,0.001388888888888884,0.7539136942867429,True
pleia_energy,rolling,6350,9,144,0.9236111111111112,0.026388888888888795,0.7671304636910254,True
pleia_energy,rolling,6494,10,144,0.6319444444444444,0.31805555555555554,0.7746632642747527,True
pleia_energy,rolling,6638,11,144,0.9583333333333334,0.008333333333333415,0.9493062178377148,True
pleia_energy,rolling,6782,12,144,0.9097222222222222,0.040277777777777746,0.9520079596830104,True
pleia_energy,rolling,6926,13,144,0.9027777777777778,0.047222222222222165,0.9820086672154965,True
pleia_energy,rolling,7070,14,144,1.0,0.050000000000000044,1.0455100923557015,True
pleia_energy,rolling,7214,15,144,1.0,0.050000000000000044,1.0455100923557015,True
pleia_energy,rolling,7358,16,144,0.9375,0.012499999999999956,1.0488524078697405,True
pleia_energy,rolling,7502,17,144,0.9722222222222222,0.022222222222222254,1.06386448449211,True
pleia_energy,rolling,7646,18,144,0.9444444444444444,0.005555555555555536,0.9161873245744832,True
pleia_energy,rolling,7790,19,144,0.9305555555555556,0.019444444444444375,0.9250756534371065,True
pleia_energy,rolling,7934,20,144,0.9722222222222222,0.022222222222222254,0.9025768362145143,True
pleia_energy,rolling,8078,21,144,1.0,0.050000000000000044,0.8195472036365048,True
pleia_energy,rolling,8222,22,144,1.0,0.050000000000000044,0.8195472036365048,True
pleia_energy,rolling,8366,23,144,1.0,0.050000000000000044,0.8074468807338461,True
pleia_energy,rolling,8510,24,144,0.9652777777777778,0.015277777777777835,0.6913434851636904,True
pleia_energy,rolling,8654,25,144,1.0,0.050000000000000044,0.6361632993624861,True
pleia_energy,rolling,8798,26,144,0.8263888888888888,0.12361111111111112,0.44634881904888524,True
pleia_energy,rolling,8942,27,144,0.8402777777777778,0.10972222222222217,0.4476458972480672,True
pleia_energy,rolling,9086,28,144,1.0,0.050000000000000044,0.4754285576133689,True
pleia_energy,rolling,9230,29,144,1.0,0.050000000000000044,0.47165918491892395,True
pleia_energy,rolling,9374,30,144,0.8194444444444444,0.13055555555555554,0.48971075961851884,True
pleia_energy,rolling,9518,31,144,0.875,0.07499999999999996,0.6620013859972832,True
pleia_energy,rolling,9662,32,144,0.9027777777777778,0.047222222222222165,0.7118472460923135,True
pleia_energy,rolling,9806,33,144,0.9513888888888888,0.001388888888888884,0.7692492926712683,True
pleia_energy,rolling,9950,34,144,0.9791666666666666,0.029166666666666674,0.741073997827427,True
