priority,dataset,horizon,outer_fold,model_seed,models,argv,output,command_exists,prerequisite,learned_fit_invocations,scenario_low_model_seconds,scenario_high_model_seconds,estimate_basis,fit_n,original_priority,updated_low_model_seconds,updated_high_model_seconds,batch_order,new_authorization
156,pleia,1,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_h1_f2_s43_v1""]",outputs/matched_forecasting005/pleia_h1_f2_s43_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.93856703201996,513.0129899572612,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14858,157,52.88374897208371,645.4024028999847,11,1312510b8549ef9467ee63597cf3e634412044a9
157,pleia,3,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_h3_f2_s43_v1""]",outputs/matched_forecasting005/pleia_h3_f2_s43_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.9272723960598,512.9094067717805,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14855,158,52.87307113880088,645.27208877906,12,1312510b8549ef9467ee63597cf3e634412044a9
158,pleia,6,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/pleia_h6_f2_s43_v1""]",outputs/matched_forecasting005/pleia_h6_f2_s43_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.90844800279286,512.7367681293127,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14850,159,52.85527474999617,645.0548985775188,13,1312510b8549ef9467ee63597cf3e634412044a9
20,pleia_energy,1,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f2_s44_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f2_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.93856703201996,513.0129899572612,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14858,21,31.92941241869999,639.7404026008685,14,1312510b8549ef9467ee63597cf3e634412044a9
21,pleia_energy,3,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f2_s44_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f2_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.9272723960598,512.9094067717805,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14855,22,31.922965505437364,639.6112317025105,15,1312510b8549ef9467ee63597cf3e634412044a9
22,pleia_energy,6,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f2_s44_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f2_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.90844800279286,512.7367681293127,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14850,23,31.912220649999654,639.3959468719139,16,1312510b8549ef9467ee63597cf3e634412044a9
70,rico,5,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f2_s44_v1""]",outputs/matched_forecasting005/rico_h5_f2_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,48.68741074559713,446.5125848786715,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",12932,71,36.04163206243224,490.5002991000074,17,1312510b8549ef9467ee63597cf3e634412044a9
71,rico,15,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f2_s44_v1""]",outputs/matched_forecasting005/rico_h15_f2_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,46.39083476703122,425.4506704976021,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",12322,72,34.34155507835524,467.36349253868633,18,1312510b8549ef9467ee63597cf3e634412044a9
72,rico,30,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f2_s44_v1""]",outputs/matched_forecasting005/rico_h30_f2_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,42.94597079918237,393.857798925998,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",11407,73,31.791439602239752,432.6582826967047,19,1312510b8549ef9467ee63597cf3e634412044a9
73,rico,60,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f2_s44_v1""]",outputs/matched_forecasting005/rico_h60_f2_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,36.05624286348466,330.67205578278976,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",9577,74,26.69120865000877,363.2478630127413,20,1312510b8549ef9467ee63597cf3e634412044a9
123,bdg2,1,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f2_s44_v1""]",outputs/matched_forecasting005/bdg2_h1_f2_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,194.50869074857172,1783.8405648910984,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",51664,124,204.0720089751229,4618.704083399978,21,1312510b8549ef9467ee63597cf3e634412044a9
124,bdg2,3,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f2_s44_v1""]",outputs/matched_forecasting005/bdg2_h3_f2_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,194.39574438897012,1782.8047330362915,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",51634,125,203.95350943445135,4616.022116798437,22,1312510b8549ef9467ee63597cf3e634412044a9
125,bdg2,6,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f2_s44_v1""]",outputs/matched_forecasting005/bdg2_h6_f2_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,194.20750045630083,1781.078346611614,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",51584,126,203.75601019999883,4611.552172462536,23,1312510b8549ef9467ee63597cf3e634412044a9
165,pleia,1,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_h1_f2_s44_v1""]",outputs/matched_forecasting005/pleia_h1_f2_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.93856703201996,513.0129899572612,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14858,166,52.88374897208371,645.4024028999847,24,1312510b8549ef9467ee63597cf3e634412044a9
166,pleia,3,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_h3_f2_s44_v1""]",outputs/matched_forecasting005/pleia_h3_f2_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.9272723960598,512.9094067717805,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14855,167,52.87307113880088,645.27208877906,25,1312510b8549ef9467ee63597cf3e634412044a9
167,pleia,6,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_h6_f2_s44_v1""]",outputs/matched_forecasting005/pleia_h6_f2_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.90844800279286,512.7367681293127,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14850,168,52.85527474999617,645.0548985775188,26,1312510b8549ef9467ee63597cf3e634412044a9
29,pleia_energy,1,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f2_s45_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.93856703201996,513.0129899572612,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14858,30,31.92941241869999,639.7404026008685,27,1312510b8549ef9467ee63597cf3e634412044a9
30,pleia_energy,3,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f2_s45_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.9272723960598,512.9094067717805,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14855,31,31.922965505437364,639.6112317025105,28,1312510b8549ef9467ee63597cf3e634412044a9
31,pleia_energy,6,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f2_s45_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.90844800279286,512.7367681293127,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14850,32,31.912220649999654,639.3959468719139,29,1312510b8549ef9467ee63597cf3e634412044a9
82,rico,5,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f2_s45_v1""]",outputs/matched_forecasting005/rico_h5_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,48.68741074559713,446.5125848786715,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",12932,83,36.04163206243224,490.5002991000074,30,1312510b8549ef9467ee63597cf3e634412044a9
83,rico,15,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f2_s45_v1""]",outputs/matched_forecasting005/rico_h15_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,46.39083476703122,425.4506704976021,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",12322,84,34.34155507835524,467.36349253868633,31,1312510b8549ef9467ee63597cf3e634412044a9
84,rico,30,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f2_s45_v1""]",outputs/matched_forecasting005/rico_h30_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,42.94597079918237,393.857798925998,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",11407,85,31.791439602239752,432.6582826967047,32,1312510b8549ef9467ee63597cf3e634412044a9
85,rico,60,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f2_s45_v1""]",outputs/matched_forecasting005/rico_h60_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,36.05624286348466,330.67205578278976,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",9577,86,26.69120865000877,363.2478630127413,33,1312510b8549ef9467ee63597cf3e634412044a9
132,bdg2,1,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f2_s45_v1""]",outputs/matched_forecasting005/bdg2_h1_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,194.50869074857172,1783.8405648910984,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",51664,133,204.0720089751229,4618.704083399978,34,1312510b8549ef9467ee63597cf3e634412044a9
133,bdg2,3,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f2_s45_v1""]",outputs/matched_forecasting005/bdg2_h3_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,194.39574438897012,1782.8047330362915,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",51634,134,203.95350943445135,4616.022116798437,35,1312510b8549ef9467ee63597cf3e634412044a9
