role,candidate_id,family,severity,channel,n_events,n_detected,recall
inner0_selection,c0000_f5146f1247fa,level_shift,2.0,numerical_only,130,116,0.8923076923076924
inner0_selection,c0000_f5146f1247fa,level_shift,2.0,combined,130,116,0.8923076923076924
inner0_selection,c0000_f5146f1247fa,drift,0.5,availability_only,129,0,0.0
inner0_selection,c0000_f5146f1247fa,drift,0.5,numerical_only,129,81,0.627906976744186
inner0_selection,c0000_f5146f1247fa,drift,0.5,combined,129,81,0.627906976744186
inner0_selection,c0000_f5146f1247fa,drift,1.0,availability_only,128,0,0.0
inner0_selection,c0000_f5146f1247fa,drift,1.0,numerical_only,128,98,0.765625
inner0_selection,c0000_f5146f1247fa,drift,1.0,combined,128,98,0.765625
inner0_selection,c0000_f5146f1247fa,drift,2.0,availability_only,127,0,0.0
inner0_selection,c0000_f5146f1247fa,drift,2.0,numerical_only,127,113,0.889763779527559
inner0_selection,c0000_f5146f1247fa,drift,2.0,combined,127,113,0.889763779527559
inner0_selection,c0001_ee0570e08213,random_missing,0.5,availability_only,34,1,0.029411764705882353
inner0_selection,c0001_ee0570e08213,random_missing,0.5,numerical_only,34,0,0.0
inner0_selection,c0001_ee0570e08213,random_missing,0.5,combined,34,3,0.08823529411764706
inner0_selection,c0001_ee0570e08213,random_missing,1.0,availability_only,74,1,0.013513513513513514
inner0_selection,c0001_ee0570e08213,random_missing,1.0,numerical_only,74,3,0.04054054054054054
inner0_selection,c0001_ee0570e08213,random_missing,1.0,combined,74,11,0.14864864864864866
inner0_selection,c0001_ee0570e08213,random_missing,2.0,availability_only,113,16,0.1415929203539823
inner0_selection,c0001_ee0570e08213,random_missing,2.0,numerical_only,113,5,0.04424778761061947
inner0_selection,c0001_ee0570e08213,random_missing,2.0,combined,113,38,0.336283185840708
inner0_selection,c0001_ee0570e08213,block_missing,0.5,availability_only,129,0,0.0
inner0_selection,c0001_ee0570e08213,block_missing,0.5,numerical_only,129,9,0.06976744186046512
inner0_selection,c0001_ee0570e08213,block_missing,0.5,combined,129,16,0.12403100775193798
inner0_selection,c0001_ee0570e08213,block_missing,1.0,availability_only,130,0,0.0
inner0_selection,c0001_ee0570e08213,block_missing,1.0,numerical_only,130,9,0.06923076923076923
inner0_selection,c0001_ee0570e08213,block_missing,1.0,combined,130,45,0.34615384615384615
inner0_selection,c0001_ee0570e08213,block_missing,2.0,availability_only,130,130,1.0
inner0_selection,c0001_ee0570e08213,block_missing,2.0,numerical_only,130,4,0.03076923076923077
inner0_selection,c0001_ee0570e08213,block_missing,2.0,combined,130,128,0.9846153846153847
inner0_selection,c0001_ee0570e08213,stuck,0.5,availability_only,126,0,0.0
inner0_selection,c0001_ee0570e08213,stuck,0.5,numerical_only,126,10,0.07936507936507936
inner0_selection,c0001_ee0570e08213,stuck,0.5,combined,126,10,0.07936507936507936
inner0_selection,c0001_ee0570e08213,stuck,1.0,availability_only,129,0,0.0
inner0_selection,c0001_ee0570e08213,stuck,1.0,numerical_only,129,13,0.10077519379844961
inner0_selection,c0001_ee0570e08213,stuck,1.0,combined,129,13,0.10077519379844961
inner0_selection,c0001_ee0570e08213,stuck,2.0,availability_only,128,0,0.0
inner0_selection,c0001_ee0570e08213,stuck,2.0,numerical_only,128,10,0.078125
inner0_selection,c0001_ee0570e08213,stuck,2.0,combined,128,10,0.078125
inner0_selection,c0001_ee0570e08213,dropout,0.5,availability_only,130,0,0.0
inner0_selection,c0001_ee0570e08213,dropout,0.5,numerical_only,130,27,0.2076923076923077
inner0_selection,c0001_ee0570e08213,dropout,0.5,combined,130,27,0.2076923076923077
inner0_selection,c0001_ee0570e08213,dropout,1.0,availability_only,130,0,0.0
inner0_selection,c0001_ee0570e08213,dropout,1.0,numerical_only,130,77,0.5923076923076923
inner0_selection,c0001_ee0570e08213,dropout,1.0,combined,130,77,0.5923076923076923
inner0_selection,c0001_ee0570e08213,dropout,2.0,availability_only,130,0,0.0
inner0_selection,c0001_ee0570e08213,dropout,2.0,numerical_only,130,92,0.7076923076923077
inner0_selection,c0001_ee0570e08213,dropout,2.0,combined,130,92,0.7076923076923077
inner0_selection,c0001_ee0570e08213,bias,0.5,availability_only,130,0,0.0
inner0_selection,c0001_ee0570e08213,bias,0.5,numerical_only,130,8,0.06153846153846154
inner0_selection,c0001_ee0570e08213,bias,0.5,combined,130,8,0.06153846153846154
inner0_selection,c0001_ee0570e08213,bias,1.0,availability_only,130,0,0.0
inner0_selection,c0001_ee0570e08213,bias,1.0,numerical_only,130,17,0.13076923076923078
inner0_selection,c0001_ee0570e08213,bias,1.0,combined,130,17,0.13076923076923078
inner0_selection,c0001_ee0570e08213,bias,2.0,availability_only,130,0,0.0
inner0_selection,c0001_ee0570e08213,bias,2.0,numerical_only,130,23,0.17692307692307693
inner0_selection,c0001_ee0570e08213,bias,2.0,combined,130,23,0.17692307692307693
inner0_selection,c0001_ee0570e08213,level_shift,0.5,availability_only,130,0,0.0
inner0_selection,c0001_ee0570e08213,level_shift,0.5,numerical_only,130,12,0.09230769230769231
inner0_selection,c0001_ee0570e08213,level_shift,0.5,combined,130,12,0.09230769230769231
inner0_selection,c0001_ee0570e08213,level_shift,1.0,availability_only,130,0,0.0
inner0_selection,c0001_ee0570e08213,level_shift,1.0,numerical_only,130,26,0.2
inner0_selection,c0001_ee0570e08213,level_shift,1.0,combined,130,26,0.2
inner0_selection,c0001_ee0570e08213,level_shift,2.0,availability_only,130,0,0.0
inner0_selection,c0001_ee0570e08213,level_shift,2.0,numerical_only,130,40,0.3076923076923077
inner0_selection,c0001_ee0570e08213,level_shift,2.0,combined,130,40,0.3076923076923077
inner0_selection,c0001_ee0570e08213,drift,0.5,availability_only,129,0,0.0
inner0_selection,c0001_ee0570e08213,drift,0.5,numerical_only,129,10,0.07751937984496124
inner0_selection,c0001_ee0570e08213,drift,0.5,combined,129,10,0.07751937984496124
inner0_selection,c0001_ee0570e08213,drift,1.0,availability_only,128,0,0.0
inner0_selection,c0001_ee0570e08213,drift,1.0,numerical_only,128,25,0.1953125
inner0_selection,c0001_ee0570e08213,drift,1.0,combined,128,25,0.1953125
inner0_selection,c0001_ee0570e08213,drift,2.0,availability_only,127,0,0.0
inner0_selection,c0001_ee0570e08213,drift,2.0,numerical_only,127,62,0.4881889763779528
inner0_selection,c0001_ee0570e08213,drift,2.0,combined,127,62,0.4881889763779528
inner0_selection,c0002_fa76e087b17d,random_missing,0.5,availability_only,34,1,0.029411764705882353
inner0_selection,c0002_fa76e087b17d,random_missing,0.5,numerical_only,34,0,0.0
inner0_selection,c0002_fa76e087b17d,random_missing,0.5,combined,34,3,0.08823529411764706
inner0_selection,c0002_fa76e087b17d,random_missing,1.0,availability_only,74,0,0.0
inner0_selection,c0002_fa76e087b17d,random_missing,1.0,numerical_only,74,1,0.013513513513513514
inner0_selection,c0002_fa76e087b17d,random_missing,1.0,combined,74,13,0.17567567567567569
inner0_selection,c0002_fa76e087b17d,random_missing,2.0,availability_only,113,4,0.035398230088495575
inner0_selection,c0002_fa76e087b17d,random_missing,2.0,numerical_only,113,5,0.04424778761061947
inner0_selection,c0002_fa76e087b17d,random_missing,2.0,combined,113,40,0.35398230088495575
inner0_selection,c0002_fa76e087b17d,block_missing,0.5,availability_only,129,0,0.0
inner0_selection,c0002_fa76e087b17d,block_missing,0.5,numerical_only,129,8,0.06201550387596899
inner0_selection,c0002_fa76e087b17d,block_missing,0.5,combined,129,18,0.13953488372093023
inner0_selection,c0002_fa76e087b17d,block_missing,1.0,availability_only,130,0,0.0
inner0_selection,c0002_fa76e087b17d,block_missing,1.0,numerical_only,130,6,0.046153846153846156
inner0_selection,c0002_fa76e087b17d,block_missing,1.0,combined,130,39,0.3
inner0_selection,c0002_fa76e087b17d,block_missing,2.0,availability_only,130,130,1.0
inner0_selection,c0002_fa76e087b17d,block_missing,2.0,numerical_only,130,0,0.0
inner0_selection,c0002_fa76e087b17d,block_missing,2.0,combined,130,123,0.9461538461538461
inner0_selection,c0002_fa76e087b17d,stuck,0.5,availability_only,126,0,0.0
inner0_selection,c0002_fa76e087b17d,stuck,0.5,numerical_only,126,11,0.0873015873015873
inner0_selection,c0002_fa76e087b17d,stuck,0.5,combined,126,11,0.0873015873015873
inner0_selection,c0002_fa76e087b17d,stuck,1.0,availability_only,129,0,0.0
inner0_selection,c0002_fa76e087b17d,stuck,1.0,numerical_only,129,8,0.06201550387596899
inner0_selection,c0002_fa76e087b17d,stuck,1.0,combined,129,8,0.06201550387596899
inner0_selection,c0002_fa76e087b17d,stuck,2.0,availability_only,128,0,0.0
inner0_selection,c0002_fa76e087b17d,stuck,2.0,numerical_only,128,4,0.03125
inner0_selection,c0002_fa76e087b17d,stuck,2.0,combined,128,4,0.03125
inner0_selection,c0002_fa76e087b17d,dropout,0.5,availability_only,130,0,0.0
inner0_selection,c0002_fa76e087b17d,dropout,0.5,numerical_only,130,24,0.18461538461538463
inner0_selection,c0002_fa76e087b17d,dropout,0.5,combined,130,24,0.18461538461538463
inner0_selection,c0002_fa76e087b17d,dropout,1.0,availability_only,130,0,0.0
inner0_selection,c0002_fa76e087b17d,dropout,1.0,numerical_only,130,40,0.3076923076923077
inner0_selection,c0002_fa76e087b17d,dropout,1.0,combined,130,40,0.3076923076923077
inner0_selection,c0002_fa76e087b17d,dropout,2.0,availability_only,130,0,0.0
inner0_selection,c0002_fa76e087b17d,dropout,2.0,numerical_only,130,92,0.7076923076923077
inner0_selection,c0002_fa76e087b17d,dropout,2.0,combined,130,92,0.7076923076923077
inner0_selection,c0002_fa76e087b17d,bias,0.5,availability_only,130,0,0.0
inner0_selection,c0002_fa76e087b17d,bias,0.5,numerical_only,130,10,0.07692307692307693
inner0_selection,c0002_fa76e087b17d,bias,0.5,combined,130,10,0.07692307692307693
inner0_selection,c0002_fa76e087b17d,bias,1.0,availability_only,130,0,0.0
inner0_selection,c0002_fa76e087b17d,bias,1.0,numerical_only,130,17,0.13076923076923078
inner0_selection,c0002_fa76e087b17d,bias,1.0,combined,130,17,0.13076923076923078
inner0_selection,c0002_fa76e087b17d,bias,2.0,availability_only,130,0,0.0
inner0_selection,c0002_fa76e087b17d,bias,2.0,numerical_only,130,18,0.13846153846153847
inner0_selection,c0002_fa76e087b17d,bias,2.0,combined,130,18,0.13846153846153847
inner0_selection,c0002_fa76e087b17d,level_shift,0.5,availability_only,130,0,0.0
inner0_selection,c0002_fa76e087b17d,level_shift,0.5,numerical_only,130,9,0.06923076923076923
inner0_selection,c0002_fa76e087b17d,level_shift,0.5,combined,130,9,0.06923076923076923
inner0_selection,c0002_fa76e087b17d,level_shift,1.0,availability_only,130,0,0.0
inner0_selection,c0002_fa76e087b17d,level_shift,1.0,numerical_only,130,21,0.16153846153846155
inner0_selection,c0002_fa76e087b17d,level_shift,1.0,combined,130,21,0.16153846153846155
inner0_selection,c0002_fa76e087b17d,level_shift,2.0,availability_only,130,0,0.0
inner0_selection,c0002_fa76e087b17d,level_shift,2.0,numerical_only,130,42,0.3230769230769231
inner0_selection,c0002_fa76e087b17d,level_shift,2.0,combined,130,42,0.3230769230769231
inner0_selection,c0002_fa76e087b17d,drift,0.5,availability_only,129,0,0.0
inner0_selection,c0002_fa76e087b17d,drift,0.5,numerical_only,129,10,0.07751937984496124
inner0_selection,c0002_fa76e087b17d,drift,0.5,combined,129,10,0.07751937984496124
inner0_selection,c0002_fa76e087b17d,drift,1.0,availability_only,128,0,0.0
inner0_selection,c0002_fa76e087b17d,drift,1.0,numerical_only,128,19,0.1484375
inner0_selection,c0002_fa76e087b17d,drift,1.0,combined,128,19,0.1484375
inner0_selection,c0002_fa76e087b17d,drift,2.0,availability_only,127,0,0.0
inner0_selection,c0002_fa76e087b17d,drift,2.0,numerical_only,127,47,0.3700787401574803
inner0_selection,c0002_fa76e087b17d,drift,2.0,combined,127,47,0.3700787401574803
inner0_selection,c0012_23099bed3753,random_missing,0.5,availability_only,34,34,1.0
inner0_selection,c0012_23099bed3753,random_missing,0.5,numerical_only,34,9,0.2647058823529412
inner0_selection,c0012_23099bed3753,random_missing,0.5,combined,34,34,1.0
inner0_selection,c0012_23099bed3753,random_missing,1.0,availability_only,74,74,1.0
inner0_selection,c0012_23099bed3753,random_missing,1.0,numerical_only,74,15,0.20270270270270271
inner0_selection,c0012_23099bed3753,random_missing,1.0,combined,74,74,1.0
inner0_selection,c0012_23099bed3753,random_missing,2.0,availability_only,113,113,1.0
inner0_selection,c0012_23099bed3753,random_missing,2.0,numerical_only,113,21,0.18584070796460178
inner0_selection,c0012_23099bed3753,random_missing,2.0,combined,113,111,0.9823008849557522
inner0_selection,c0012_23099bed3753,block_missing,0.5,availability_only,129,129,1.0
inner0_selection,c0012_23099bed3753,block_missing,0.5,numerical_only,129,21,0.16279069767441862
inner0_selection,c0012_23099bed3753,block_missing,0.5,combined,129,129,1.0
inner0_selection,c0012_23099bed3753,block_missing,1.0,availability_only,130,130,1.0
inner0_selection,c0012_23099bed3753,block_missing,1.0,numerical_only,130,36,0.27692307692307694
inner0_selection,c0012_23099bed3753,block_missing,1.0,combined,130,128,0.9846153846153847
inner0_selection,c0012_23099bed3753,block_missing,2.0,availability_only,130,130,1.0
inner0_selection,c0012_23099bed3753,block_missing,2.0,numerical_only,130,37,0.2846153846153846
inner0_selection,c0012_23099bed3753,block_missing,2.0,combined,130,125,0.9615384615384616
inner0_selection,c0012_23099bed3753,stuck,0.5,availability_only,126,0,0.0
inner0_selection,c0012_23099bed3753,stuck,0.5,numerical_only,126,29,0.23015873015873015
inner0_selection,c0012_23099bed3753,stuck,0.5,combined,126,29,0.23015873015873015
inner0_selection,c0012_23099bed3753,stuck,1.0,availability_only,129,0,0.0
inner0_selection,c0012_23099bed3753,stuck,1.0,numerical_only,129,36,0.27906976744186046
inner0_selection,c0012_23099bed3753,stuck,1.0,combined,129,36,0.27906976744186046
inner0_selection,c0012_23099bed3753,stuck,2.0,availability_only,128,0,0.0
inner0_selection,c0012_23099bed3753,stuck,2.0,numerical_only,128,31,0.2421875
inner0_selection,c0012_23099bed3753,stuck,2.0,combined,128,31,0.2421875
inner0_selection,c0012_23099bed3753,dropout,0.5,availability_only,130,0,0.0
inner0_selection,c0012_23099bed3753,dropout,0.5,numerical_only,130,115,0.8846153846153846
inner0_selection,c0012_23099bed3753,dropout,0.5,combined,130,115,0.8846153846153846
inner0_selection,c0012_23099bed3753,dropout,1.0,availability_only,130,0,0.0
inner0_selection,c0012_23099bed3753,dropout,1.0,numerical_only,130,115,0.8846153846153846
inner0_selection,c0012_23099bed3753,dropout,1.0,combined,130,115,0.8846153846153846
inner0_selection,c0012_23099bed3753,dropout,2.0,availability_only,130,0,0.0
inner0_selection,c0012_23099bed3753,dropout,2.0,numerical_only,130,115,0.8846153846153846
inner0_selection,c0012_23099bed3753,dropout,2.0,combined,130,115,0.8846153846153846
inner0_selection,c0012_23099bed3753,bias,0.5,availability_only,130,0,0.0
inner0_selection,c0012_23099bed3753,bias,0.5,numerical_only,130,42,0.3230769230769231
inner0_selection,c0012_23099bed3753,bias,0.5,combined,130,42,0.3230769230769231
inner0_selection,c0012_23099bed3753,bias,1.0,availability_only,130,0,0.0
inner0_selection,c0012_23099bed3753,bias,1.0,numerical_only,130,68,0.5230769230769231
inner0_selection,c0012_23099bed3753,bias,1.0,combined,130,68,0.5230769230769231
inner0_selection,c0012_23099bed3753,bias,2.0,availability_only,130,0,0.0
inner0_selection,c0012_23099bed3753,bias,2.0,numerical_only,130,97,0.7461538461538462
inner0_selection,c0012_23099bed3753,bias,2.0,combined,130,97,0.7461538461538462
inner0_selection,c0012_23099bed3753,level_shift,0.5,availability_only,130,0,0.0
inner0_selection,c0012_23099bed3753,level_shift,0.5,numerical_only,130,37,0.2846153846153846
inner0_selection,c0012_23099bed3753,level_shift,0.5,combined,130,37,0.2846153846153846
inner0_selection,c0012_23099bed3753,level_shift,1.0,availability_only,130,0,0.0
inner0_selection,c0012_23099bed3753,level_shift,1.0,numerical_only,130,59,0.45384615384615384
inner0_selection,c0012_23099bed3753,level_shift,1.0,combined,130,59,0.45384615384615384
inner0_selection,c0012_23099bed3753,level_shift,2.0,availability_only,130,0,0.0
inner0_selection,c0012_23099bed3753,level_shift,2.0,numerical_only,130,94,0.7230769230769231
inner0_selection,c0012_23099bed3753,level_shift,2.0,combined,130,94,0.7230769230769231
inner0_selection,c0012_23099bed3753,drift,0.5,availability_only,129,0,0.0
inner0_selection,c0012_23099bed3753,drift,0.5,numerical_only,129,35,0.2713178294573643
inner0_selection,c0012_23099bed3753,drift,0.5,combined,129,35,0.2713178294573643
inner0_selection,c0012_23099bed3753,drift,1.0,availability_only,128,0,0.0
inner0_selection,c0012_23099bed3753,drift,1.0,numerical_only,128,57,0.4453125
inner0_selection,c0012_23099bed3753,drift,1.0,combined,128,57,0.4453125
inner0_selection,c0012_23099bed3753,drift,2.0,availability_only,127,0,0.0
inner0_selection,c0012_23099bed3753,drift,2.0,numerical_only,127,78,0.6141732283464567
inner0_selection,c0012_23099bed3753,drift,2.0,combined,127,78,0.6141732283464567
inner0_selection,c0013_a21278d4e492,random_missing,0.5,availability_only,34,1,0.029411764705882353
inner0_selection,c0013_a21278d4e492,random_missing,0.5,numerical_only,34,0,0.0
inner0_selection,c0013_a21278d4e492,random_missing,0.5,combined,34,4,0.11764705882352941
inner0_selection,c0013_a21278d4e492,random_missing,1.0,availability_only,74,1,0.013513513513513514
inner0_selection,c0013_a21278d4e492,random_missing,1.0,numerical_only,74,0,0.0
inner0_selection,c0013_a21278d4e492,random_missing,1.0,combined,74,3,0.04054054054054054
inner0_selection,c0013_a21278d4e492,random_missing,2.0,availability_only,113,16,0.1415929203539823
inner0_selection,c0013_a21278d4e492,random_missing,2.0,numerical_only,113,2,0.017699115044247787
inner0_selection,c0013_a21278d4e492,random_missing,2.0,combined,113,24,0.21238938053097345
inner0_selection,c0013_a21278d4e492,block_missing,0.5,availability_only,129,0,0.0
inner0_selection,c0013_a21278d4e492,block_missing,0.5,numerical_only,129,0,0.0
inner0_selection,c0013_a21278d4e492,block_missing,0.5,combined,129,2,0.015503875968992248
inner0_selection,c0013_a21278d4e492,block_missing,1.0,availability_only,130,0,0.0
inner0_selection,c0013_a21278d4e492,block_missing,1.0,numerical_only,130,2,0.015384615384615385
inner0_selection,c0013_a21278d4e492,block_missing,1.0,combined,130,24,0.18461538461538463
inner0_selection,c0013_a21278d4e492,block_missing,2.0,availability_only,130,130,1.0
inner0_selection,c0013_a21278d4e492,block_missing,2.0,numerical_only,130,2,0.015384615384615385
inner0_selection,c0013_a21278d4e492,block_missing,2.0,combined,130,129,0.9923076923076923
inner0_selection,c0013_a21278d4e492,stuck,0.5,availability_only,126,0,0.0
inner0_selection,c0013_a21278d4e492,stuck,0.5,numerical_only,126,4,0.031746031746031744
inner0_selection,c0013_a21278d4e492,stuck,0.5,combined,126,4,0.031746031746031744
inner0_selection,c0013_a21278d4e492,stuck,1.0,availability_only,129,0,0.0
inner0_selection,c0013_a21278d4e492,stuck,1.0,numerical_only,129,4,0.031007751937984496
inner0_selection,c0013_a21278d4e492,stuck,1.0,combined,129,4,0.031007751937984496
inner0_selection,c0013_a21278d4e492,stuck,2.0,availability_only,128,0,0.0
inner0_selection,c0013_a21278d4e492,stuck,2.0,numerical_only,128,2,0.015625
inner0_selection,c0013_a21278d4e492,stuck,2.0,combined,128,2,0.015625
inner0_selection,c0013_a21278d4e492,dropout,0.5,availability_only,130,0,0.0
inner0_selection,c0013_a21278d4e492,dropout,0.5,numerical_only,130,8,0.06153846153846154
inner0_selection,c0013_a21278d4e492,dropout,0.5,combined,130,8,0.06153846153846154
inner0_selection,c0013_a21278d4e492,dropout,1.0,availability_only,130,0,0.0
inner0_selection,c0013_a21278d4e492,dropout,1.0,numerical_only,130,47,0.36153846153846153
inner0_selection,c0013_a21278d4e492,dropout,1.0,combined,130,47,0.36153846153846153
inner0_selection,c0013_a21278d4e492,dropout,2.0,availability_only,130,0,0.0
inner0_selection,c0013_a21278d4e492,dropout,2.0,numerical_only,130,45,0.34615384615384615
inner0_selection,c0013_a21278d4e492,dropout,2.0,combined,130,45,0.34615384615384615
inner0_selection,c0013_a21278d4e492,bias,0.5,availability_only,130,0,0.0
inner0_selection,c0013_a21278d4e492,bias,0.5,numerical_only,130,0,0.0
inner0_selection,c0013_a21278d4e492,bias,0.5,combined,130,0,0.0
inner0_selection,c0013_a21278d4e492,bias,1.0,availability_only,130,0,0.0
inner0_selection,c0013_a21278d4e492,bias,1.0,numerical_only,130,1,0.007692307692307693
inner0_selection,c0013_a21278d4e492,bias,1.0,combined,130,1,0.007692307692307693
inner0_selection,c0013_a21278d4e492,bias,2.0,availability_only,130,0,0.0
inner0_selection,c0013_a21278d4e492,bias,2.0,numerical_only,130,10,0.07692307692307693
inner0_selection,c0013_a21278d4e492,bias,2.0,combined,130,10,0.07692307692307693
inner0_selection,c0013_a21278d4e492,level_shift,0.5,availability_only,130,0,0.0
inner0_selection,c0013_a21278d4e492,level_shift,0.5,numerical_only,130,4,0.03076923076923077
inner0_selection,c0013_a21278d4e492,level_shift,0.5,combined,130,4,0.03076923076923077
inner0_selection,c0013_a21278d4e492,level_shift,1.0,availability_only,130,0,0.0
inner0_selection,c0013_a21278d4e492,level_shift,1.0,numerical_only,130,9,0.06923076923076923
inner0_selection,c0013_a21278d4e492,level_shift,1.0,combined,130,9,0.06923076923076923
inner0_selection,c0013_a21278d4e492,level_shift,2.0,availability_only,130,0,0.0
inner0_selection,c0013_a21278d4e492,level_shift,2.0,numerical_only,130,20,0.15384615384615385
inner0_selection,c0013_a21278d4e492,level_shift,2.0,combined,130,20,0.15384615384615385
inner0_selection,c0013_a21278d4e492,drift,0.5,availability_only,129,0,0.0
inner0_selection,c0013_a21278d4e492,drift,0.5,numerical_only,129,2,0.015503875968992248
inner0_selection,c0013_a21278d4e492,drift,0.5,combined,129,2,0.015503875968992248
inner0_selection,c0013_a21278d4e492,drift,1.0,availability_only,128,0,0.0
inner0_selection,c0013_a21278d4e492,drift,1.0,numerical_only,128,7,0.0546875
inner0_selection,c0013_a21278d4e492,drift,1.0,combined,128,7,0.0546875
inner0_selection,c0013_a21278d4e492,drift,2.0,availability_only,127,0,0.0
inner0_selection,c0013_a21278d4e492,drift,2.0,numerical_only,127,31,0.2440944881889764
inner0_selection,c0013_a21278d4e492,drift,2.0,combined,127,31,0.2440944881889764
inner0_selection,c0014_54a0e1ef5720,random_missing,0.5,availability_only,34,1,0.029411764705882353
inner0_selection,c0014_54a0e1ef5720,random_missing,0.5,numerical_only,34,0,0.0
inner0_selection,c0014_54a0e1ef5720,random_missing,0.5,combined,34,3,0.08823529411764706
inner0_selection,c0014_54a0e1ef5720,random_missing,1.0,availability_only,74,0,0.0
inner0_selection,c0014_54a0e1ef5720,random_missing,1.0,numerical_only,74,0,0.0
inner0_selection,c0014_54a0e1ef5720,random_missing,1.0,combined,74,2,0.02702702702702703
inner0_selection,c0014_54a0e1ef5720,random_missing,2.0,availability_only,113,4,0.035398230088495575
inner0_selection,c0014_54a0e1ef5720,random_missing,2.0,numerical_only,113,3,0.02654867256637168
inner0_selection,c0014_54a0e1ef5720,random_missing,2.0,combined,113,20,0.17699115044247787
