dataset,outer_fold,role,context_id,resampling_unit,complete_unit
pleia,0,inner1_selection,f10f6e6477ed7289270c,None:segment:0:week1,True
pleia,0,inner1_selection,1292d816daab29f8c7cc,None:segment:0:week1,True
pleia,0,inner1_selection,ea027f8e8aabcb71caba,None:segment:0:week1,True
pleia,0,inner1_selection,9e34ebd27a7519266775,None:segment:0:week1,True
pleia,0,inner1_selection,a7996d80ff0a9be1cd09,None:segment:0:week1,True
pleia,0,inner1_selection,6155dda727bb61f7e7e6,None:segment:0:week2,True
pleia,0,inner1_selection,8f89f7dceecf4fb7c8d6,None:segment:0:week2,True
pleia,0,inner1_selection,e43f40cf053359c03e16,None:segment:0:week2,True
pleia,0,inner1_selection,d2de62de283c61777633,None:segment:0:week2,True
pleia,0,inner1_selection,fe88401067887e8540f1,None:segment:0:week2,True
pleia,0,inner1_selection,9dd15a52b28520cd541f,None:segment:0:week2,True
pleia,0,inner1_selection,aaa7c7f3434348bb5116,None:segment:0:week2,True
pleia,0,inner1_selection,9b2839a70e637ceb741f,None:segment:0:week3,True
pleia,0,inner1_selection,278c50b8e1047f6c5681,None:segment:0:week3,True
pleia,0,inner1_selection,df88d7852f8f84c4f3e1,None:segment:0:week3,True
pleia,0,inner1_selection,2049e0b3e13e2733d17b,None:segment:0:week3,True
pleia,0,inner1_selection,ba24894b175508467de7,None:segment:0:week3,True
pleia,0,inner1_selection,1217069bf54658bacd60,None:segment:0:week3,True
pleia,0,inner1_selection,3a9769a324d53371f048,None:segment:0:week3,True
pleia,0,inner1_selection,502fbb57eec5878687b9,None:segment:0:week4,True
pleia,0,inner1_selection,0d00e71726e68a34433d,None:segment:0:week4,True
pleia,0,inner1_selection,dea6d0240a9b0f92d2ce,None:segment:0:week4,True
pleia,0,inner1_selection,e9f012f39c41371db692,None:segment:0:week4,True
pleia,0,inner1_selection,df4fd760b28cd95c44f1,None:segment:0:week4,True
pleia,0,inner1_selection,b4c2750d45577816a891,None:segment:0:week4,True
pleia,0,inner1_selection,6a2ae833a359aa3db88c,None:segment:0:week4,True
pleia,0,inner1_selection,9ffda4d4ecce58b35873,None:segment:0:week5,True
pleia,0,inner1_selection,05cb93e168824124dcc8,None:segment:0:week5,True
pleia,0,inner1_selection,8f9ac080458a7d2714c0,None:segment:0:week5,True
pleia,0,inner1_selection,111b361b3a26a276eb58,None:segment:0:week5,True
pleia,0,inner1_selection,94adb07a809229e1ac28,None:segment:0:week5,True
pleia,0,inner1_selection,5aa343161b802ca6ba86,None:segment:0:week5,True
pleia,0,inner1_selection,40acceed9b1a2a7895dd,None:segment:0:week5,True
pleia,0,inner1_selection,8792eb108d6444d7a2d4,None:segment:0:week6,True
pleia,0,inner1_selection,9575280ca2da433f0928,None:segment:0:week6,True
pleia,0,inner1_selection,bf9366748919aed3933f,None:segment:0:week6,True
pleia,0,inner1_selection,13f3b8bab2043a609fd0,None:segment:0:week6,True
pleia,0,inner1_selection,24509f7416834bce87c0,None:segment:0:week6,True
pleia,0,inner1_selection,159705675c7fa7edbd65,None:segment:0:week6,True
pleia,0,inner1_selection,ddcfa62eae6680091786,None:segment:0:week6,True
pleia,0,inner1_selection,27dc95bd73ff55562f62,None:segment:0:week7,False
pleia,0,inner1_selection,b6ff4402967bec0a10b5,None:segment:0:week7,False
pleia,0,outer_test,f657717b7a37b0cd6c51,None:segment:0:week0,True
pleia,0,outer_test,cded4b06f83107ebfece,None:segment:0:week0,True
pleia,0,outer_test,13520f0d928970776a45,None:segment:0:week0,True
pleia,0,outer_test,0968bd736b25b2b9185a,None:segment:0:week0,True
pleia,0,outer_test,468b9ba77b271b61dbe2,None:segment:0:week0,True
pleia,0,outer_test,eb75c2dce424f1bd69fa,None:segment:0:week0,True
pleia,0,outer_test,8253812017d24c18b45d,None:segment:0:week0,True
pleia,0,outer_test,c916831a93d4f5d46d84,None:segment:0:week1,True
pleia,0,outer_test,4678204310871d37448e,None:segment:0:week1,True
pleia,0,outer_test,7c94e10f22cbe693bba2,None:segment:0:week1,True
pleia,0,outer_test,54387799808c048edd94,None:segment:0:week1,True
pleia,0,outer_test,ead5a91cd5115afa9cfe,None:segment:0:week1,True
pleia,0,outer_test,25b556c07d0919b60666,None:segment:0:week1,True
pleia,0,outer_test,6302bd200571b30b5c6b,None:segment:0:week1,True
pleia,0,outer_test,780fdbd635d2b2c05b18,None:segment:0:week2,True
pleia,0,outer_test,a2dcec507bc9f91b50a8,None:segment:0:week2,True
pleia,0,outer_test,8b179d5d97de10685817,None:segment:0:week2,True
pleia,0,outer_test,46af9aee7617a419de9e,None:segment:0:week2,True
pleia,0,outer_test,298ab75c00ab68aab187,None:segment:0:week2,True
pleia,0,outer_test,8a49a9c05a4afabac650,None:segment:0:week2,True
pleia,0,outer_test,f0b672661ce577553b9f,None:segment:0:week2,True
pleia,0,outer_test,0b9ace2f4f3851576a71,None:segment:0:week3,True
pleia,0,outer_test,17fa2fcf2f191cd7e2a0,None:segment:0:week3,True
pleia,0,outer_test,fe00ad4e304a57f2e976,None:segment:0:week3,True
pleia,0,outer_test,e67875ba6120da85b462,None:segment:0:week3,True
pleia,0,outer_test,929478c0a67c56ea94c7,None:segment:0:week3,True
pleia,0,outer_test,a558052cdad54a1d34f0,None:segment:0:week3,True
pleia,0,outer_test,65317d3b2bcc1a2a693e,None:segment:0:week3,True
pleia,0,outer_test,21c6ff718b08bb59c50a,None:segment:0:week4,True
pleia,0,outer_test,cba890958e21cefbb370,None:segment:0:week4,True
pleia,0,outer_test,30e45584ccc3e6fcf7d1,None:segment:0:week4,True
pleia,0,outer_test,994ab17188e4abe370e4,None:segment:0:week4,True
pleia,0,outer_test,901e619b393c74a6d689,None:segment:0:week4,True
pleia,0,outer_test,e5c6662798c110f80461,None:segment:0:week4,True
pleia,0,outer_test,5da074ab9cc08320a558,None:segment:0:week4,True
pleia,0,outer_test,a48df411e5f639aa8ae8,None:segment:0:week5,True
pleia,0,outer_test,7d5a23aa748350afadf3,None:segment:0:week5,True
pleia,0,outer_test,0613c25762b69fbc4e8f,None:segment:0:week5,True
pleia,0,outer_test,6df514b557c864a5ae45,None:segment:0:week5,True
pleia,0,outer_test,5e5ffb898606229c6210,None:segment:0:week5,True
pleia,0,outer_test,f6c52a897cab788b4b37,None:segment:0:week5,True
pleia,0,outer_test,5f6204c9b32798ebf8eb,None:segment:0:week5,True
pleia,0,outer_test,6638c1a47f5b7f4b325f,None:segment:0:week6,True
pleia,0,outer_test,a7859cb3c056567b58c2,None:segment:0:week6,True
pleia,0,outer_test,5e68c52d262a160a5f2e,None:segment:0:week6,True
pleia,0,outer_test,ea68dc707c5fa6efb2e7,None:segment:0:week6,True
pleia,0,outer_test,b13f01aaef9b0ffed48f,None:segment:0:week6,True
pleia,0,outer_test,4a8b33d3a5f9a29928c5,None:segment:0:week6,True
pleia,0,outer_test,9f4d3ec96753389eac65,None:segment:0:week6,True
pleia,0,outer_test,e66d85268dc13d33b1d1,None:segment:0:week7,True
pleia,0,outer_test,9f00dacace68cc481812,None:segment:0:week7,True
pleia,0,outer_test,50e85db5384ddbf24634,None:segment:0:week7,True
pleia,0,outer_test,35d76e13bbe3eaf6da94,None:segment:0:week7,True
pleia,0,outer_test,3b3db0bfe0a7d73676be,None:segment:0:week7,True
pleia,0,outer_test,de4e769d69c352cf9699,None:segment:0:week7,True
pleia,0,outer_test,36b4ecf3308e119a066b,None:segment:0:week7,True
pleia,0,outer_test,788ca0b76e1ef7c30bcf,None:segment:0:week8,True
pleia,0,outer_test,948577f8cdfc7ecd5b75,None:segment:0:week8,True
pleia,0,outer_test,aeb65e9f14865a3af7ec,None:segment:0:week8,True
pleia,0,outer_test,efa3db0a59b66ba2b693,None:segment:0:week8,True
pleia,0,outer_test,f6dc8da5246eda1c994a,None:segment:0:week8,True
pleia,0,outer_test,179dee9da23dfca7ab7b,None:segment:0:week8,True
pleia,0,outer_test,328a7da914ea4f20c847,None:segment:0:week8,True
pleia,0,outer_test,79cb9434cf1c63c2214a,None:segment:0:week9,False
pleia,0,outer_test,af229888979a547e01c2,None:segment:0:week9,False
pleia,0,outer_test,328f264bb28383053e14,None:segment:0:week9,False
pleia,0,outer_test,e45f249a9a6f96d0f53e,None:segment:0:week9,False
pleia,0,outer_test,69b434a85d224795f59f,None:segment:0:week9,False
pleia,1,inner0_selection,4546d6feecf36212257f,None:segment:0:week0,True
pleia,1,inner0_selection,f478edd17e7b95e4c70b,None:segment:0:week0,True
pleia,1,inner0_selection,b5df6920623faf50a518,None:segment:0:week0,True
pleia,1,inner0_selection,8cac73fe92bc5e4d211c,None:segment:0:week0,True
pleia,1,inner0_selection,a4429ae6ef7d8b34c258,None:segment:0:week0,True
pleia,1,inner0_selection,53f3100c7be561f46013,None:segment:0:week0,True
pleia,1,inner0_selection,04358288f55163e07ee9,None:segment:0:week0,True
pleia,1,inner0_selection,f6e4e7be7371b1d78682,None:segment:0:week1,True
pleia,1,inner0_selection,d3e1c21fd9d4d5d1456c,None:segment:0:week1,True
pleia,1,inner0_selection,c1fbf5973330f6ab626e,None:segment:0:week1,True
pleia,1,inner0_selection,6bb84333a22cf92cafa1,None:segment:0:week1,True
pleia,1,inner0_selection,50c9ad5bf4dbf70e1474,None:segment:0:week1,True
pleia,1,inner0_selection,86931cf4aa465b261e67,None:segment:0:week1,True
pleia,1,inner0_selection,4ddc600e47c092cb244f,None:segment:0:week1,True
pleia,1,inner0_selection,8e7978bbdfb7180c7369,None:segment:0:week2,True
pleia,1,inner0_selection,7f20d5be24cf42e4e49e,None:segment:0:week2,True
pleia,1,inner0_selection,06c7184632da4eda3c3c,None:segment:0:week2,True
pleia,1,inner0_selection,901829bb9e4bf5922951,None:segment:0:week2,True
pleia,1,inner0_selection,af030ce0799169b8f097,None:segment:0:week2,True
pleia,1,inner0_selection,cd907f112ae428eba38c,None:segment:0:week2,True
pleia,1,inner0_selection,72431da42bdd3b274ad9,None:segment:0:week2,True
pleia,1,inner0_selection,ea3c791f1dd1956cd8b3,None:segment:0:week3,True
pleia,1,inner0_selection,ac0a0086ef70530117ca,None:segment:0:week3,True
pleia,1,inner0_selection,8545c6e06570bd8ee1a8,None:segment:0:week3,True
pleia,1,inner0_selection,14805bdf0a6dac49d8e9,None:segment:0:week3,True
pleia,1,inner0_selection,d7a29da567ff38f4906c,None:segment:0:week3,True
pleia,1,inner0_selection,6fef04b784a6be70aba6,None:segment:0:week3,True
pleia,1,inner0_selection,284632ef832b96e80267,None:segment:0:week3,True
pleia,1,inner0_selection,ebcc18a1c113a4c29373,None:segment:0:week4,True
pleia,1,inner0_selection,f3155ba42dea645cb875,None:segment:0:week4,True
pleia,1,inner0_selection,48f6b362a59b9552b2e4,None:segment:0:week4,True
pleia,1,inner0_selection,f1467523d1093b105e9b,None:segment:0:week4,True
pleia,1,inner0_selection,21921dfdb85f6832b998,None:segment:0:week4,True
pleia,1,inner0_selection,38a743dc004be31d46d1,None:segment:0:week4,True
pleia,1,inner0_selection,b8a5c7a5eefa837edc48,None:segment:0:week4,True
pleia,1,inner0_selection,b0967f9b7494572cdb08,None:segment:0:week5,False
pleia,1,inner0_selection,d574a837f196261c0cb9,None:segment:0:week5,False
pleia,1,inner0_selection,fc7c8c272bad763608f0,None:segment:0:week5,False
pleia,1,inner1_selection,85b8a185a30c306ada52,None:segment:0:week0,True
pleia,1,inner1_selection,ece75764693aae633e49,None:segment:0:week0,True
pleia,1,inner1_selection,88c6b28b623c5276a30d,None:segment:0:week0,True
pleia,1,inner1_selection,1edad069a6942dac0f88,None:segment:0:week0,True
pleia,1,inner1_selection,a14c2f3d516a836ab2e8,None:segment:0:week0,True
pleia,1,inner1_selection,9ff17c4ed12778651f85,None:segment:0:week0,True
pleia,1,inner1_selection,0148a592a438aef76bea,None:segment:0:week0,True
pleia,1,inner1_selection,8234e2913a6b7d97bcc1,None:segment:0:week1,True
pleia,1,inner1_selection,be696d4fecd76d163e96,None:segment:0:week1,True
pleia,1,inner1_selection,d7e8621fae04ebf38679,None:segment:0:week1,True
pleia,1,inner1_selection,ceb7c8c2deb98f33f50d,None:segment:0:week1,True
pleia,1,inner1_selection,039b00a6faaa81f0796f,None:segment:0:week1,True
pleia,1,inner1_selection,3b98c8776b19159bd678,None:segment:0:week1,True
pleia,1,inner1_selection,03539aca124b8f10e24e,None:segment:0:week1,True
pleia,1,inner1_selection,105415ba895e8f043987,None:segment:0:week2,True
pleia,1,inner1_selection,640b826ccfa02e2ab23d,None:segment:0:week2,True
pleia,1,inner1_selection,f1bd92229cf27ed68f8e,None:segment:0:week2,True
pleia,1,inner1_selection,fb9d28d26e2784014c77,None:segment:0:week2,True
pleia,1,inner1_selection,0fd757dd998882eb73e1,None:segment:0:week2,True
pleia,1,inner1_selection,e4d5f5eafe75dd9ead89,None:segment:0:week2,True
pleia,1,inner1_selection,6447bd7357e4e8114ad6,None:segment:0:week2,True
pleia,1,inner1_selection,fda44fd2ebe811b50a8e,None:segment:0:week3,True
pleia,1,inner1_selection,cad6b0fe4dbe8e30f1ea,None:segment:0:week3,True
pleia,1,inner1_selection,6784e523027ae943a17d,None:segment:0:week3,True
pleia,1,inner1_selection,06a4dc1c42bfdb995ac0,None:segment:0:week3,True
pleia,1,inner1_selection,11d135cf9b0c814f4765,None:segment:0:week3,True
pleia,1,inner1_selection,56218ca25905d2050a61,None:segment:0:week3,True
pleia,1,inner1_selection,a4cd9b1d3cc37010676a,None:segment:0:week3,True
pleia,1,inner1_selection,e398f8b1a09f5c67f206,None:segment:0:week4,True
pleia,1,inner1_selection,0990920beca83ef11d29,None:segment:0:week4,True
pleia,1,inner1_selection,20311f436130b8600197,None:segment:0:week4,True
pleia,1,inner1_selection,f2687a9f03c248b33ce6,None:segment:0:week4,True
pleia,1,inner1_selection,cc4a462596b3f259f42e,None:segment:0:week4,True
pleia,1,inner1_selection,519abb76a2e46346be4a,None:segment:0:week4,True
pleia,1,inner1_selection,1cc3347f3a79d6b9fba0,None:segment:0:week4,True
pleia,1,inner1_selection,14bd24c978f57769b61d,None:segment:0:week5,False
pleia,1,inner1_selection,aa9c3e58a4d2829a3b38,None:segment:0:week5,False
pleia,1,inner1_selection,46bda2601f894de37239,None:segment:0:week5,False
pleia,1,outer_test,4cf4886b25014f9087f3,None:segment:0:week0,True
pleia,1,outer_test,d61c6915ef1ca796f702,None:segment:0:week0,True
pleia,1,outer_test,54c7a7a8ebca717c5490,None:segment:0:week0,True
pleia,1,outer_test,8eed37530fe8e729c0ab,None:segment:0:week0,True
pleia,1,outer_test,3811691411cd6f6c0b68,None:segment:0:week0,True
pleia,1,outer_test,5fa79d66fcb2e1d6ebb4,None:segment:0:week0,True
pleia,1,outer_test,b3e544d581066a4820a1,None:segment:0:week0,True
pleia,1,outer_test,c22a35fae65dfa98553b,None:segment:0:week1,True
pleia,1,outer_test,177de4cc03051f668d07,None:segment:0:week1,True
pleia,1,outer_test,9127515c41d27ecd44c4,None:segment:0:week1,True
pleia,1,outer_test,a4131a673b669596325c,None:segment:0:week1,True
pleia,1,outer_test,4174df8a09e43bbde345,None:segment:0:week1,True
pleia,1,outer_test,35711c525b29c04e25c0,None:segment:0:week1,True
pleia,1,outer_test,bbeae67df6f594952099,None:segment:0:week1,True
pleia,1,outer_test,a168e3faa2b88ff06459,None:segment:0:week2,True
pleia,1,outer_test,e9e0fa0af21e254bda29,None:segment:0:week2,True
pleia,1,outer_test,7371700821ebe4972605,None:segment:0:week2,True
pleia,1,outer_test,0cd13e198829a925a467,None:segment:0:week2,True
pleia,1,outer_test,6f8ae3e6bda6a2d3cda6,None:segment:0:week2,True
pleia,1,outer_test,9c955653d55b16dc141c,None:segment:0:week2,True
pleia,1,outer_test,52c99b7c5f657070a756,None:segment:0:week2,True
pleia,1,outer_test,ca2f3a1665500b3c914a,None:segment:0:week3,True
pleia,1,outer_test,56df4902a28c139bd5cc,None:segment:0:week3,True
pleia,1,outer_test,17088addfcd4685c593c,None:segment:0:week3,True
pleia,1,outer_test,cfdb3d54cf7d993eb616,None:segment:0:week3,True
pleia,1,outer_test,65377359ecdb171d221b,None:segment:0:week3,True
pleia,1,outer_test,7460a76fe9d9071f149b,None:segment:0:week3,True
pleia,1,outer_test,d968dfddcc6da003fc62,None:segment:0:week3,True
pleia,1,outer_test,3176ac173a93a7a29bfe,None:segment:0:week4,True
pleia,1,outer_test,ae25f7f8a6635e7577f8,None:segment:0:week4,True
pleia,1,outer_test,5729fd6f6e95fed23c26,None:segment:0:week4,True
pleia,1,outer_test,3da19dfb9b502ffba39a,None:segment:0:week4,True
pleia,1,outer_test,69c5e07be58fd7b5e88b,None:segment:0:week4,True
pleia,1,outer_test,d425d0926a775308a5e7,None:segment:0:week4,True
pleia,1,outer_test,6af5de4611c941389f86,None:segment:0:week4,True
pleia,1,outer_test,bc82bd2214160d1197b1,None:segment:0:week5,True
pleia,1,outer_test,3ebb3c1010d4341ac72e,None:segment:0:week5,True
pleia,1,outer_test,167d9e2560436d8fc7d6,None:segment:0:week5,True
pleia,1,outer_test,aa6099329154300bdaa3,None:segment:0:week5,True
pleia,1,outer_test,85aed7f86c926616062a,None:segment:0:week5,True
pleia,1,outer_test,b0851bdeb1f54f81a846,None:segment:0:week5,True
pleia,1,outer_test,2124ad5d2244e1878439,None:segment:0:week5,True
pleia,1,outer_test,ef04d60c867cad21e86b,None:segment:0:week6,True
pleia,1,outer_test,34c0138cebdfa2da3b4e,None:segment:0:week6,True
pleia,1,outer_test,09a613d1e179f3aca245,None:segment:0:week6,True
pleia,1,outer_test,31471fc9787d95c4a8ef,None:segment:0:week6,True
pleia,1,outer_test,92bc00164970c8d6c692,None:segment:0:week6,True
pleia,1,outer_test,eac998cee0a52726bab5,None:segment:0:week6,True
pleia,1,outer_test,401ed9a2f48af768d06e,None:segment:0:week6,True
pleia,1,outer_test,bee2a23d8862137aff4d,None:segment:0:week7,True
pleia,1,outer_test,7cd4fc56ba2f40a5c49e,None:segment:0:week7,True
pleia,1,outer_test,de3bfb6fc69edcf0fb90,None:segment:0:week7,True
pleia,1,outer_test,61120c9320f0b6b72889,None:segment:0:week7,True
pleia,1,outer_test,6e84434bc2067fb1c40b,None:segment:0:week7,True
pleia,1,outer_test,d4808c58690a427c2ede,None:segment:0:week7,True
pleia,1,outer_test,ae63c9ba2ab770cbb395,None:segment:0:week7,True
pleia,1,outer_test,27dc88125d08dd9a22b9,None:segment:0:week8,True
pleia,1,outer_test,5c99f4f4ee4b6dc4a451,None:segment:0:week8,True
pleia,1,outer_test,b27f9d61f61da8ec30bf,None:segment:0:week8,True
pleia,1,outer_test,e155064863acf1c19a37,None:segment:0:week8,True
pleia,1,outer_test,8dc1b407b3998731b165,None:segment:0:week8,True
pleia,1,outer_test,d61e6ffa0bec2cced201,None:segment:0:week8,True
pleia,1,outer_test,53cad1abf446b2bcb6c3,None:segment:0:week8,True
pleia,1,outer_test,4977284273a9df3f302a,None:segment:0:week9,False
pleia,1,outer_test,f0386c8c6bd351e46fb9,None:segment:0:week9,False
pleia,1,outer_test,c39a78fb6bda5aa97cd4,None:segment:0:week9,False
pleia,1,outer_test,e570283196323a4f146b,None:segment:0:week9,False
pleia,1,outer_test,33b3499df4569d517b7e,None:segment:0:week9,False
pleia,2,inner0_selection,8fc5a94e306b580b3e65,None:segment:0:week0,True
pleia,2,inner0_selection,32f1f0c651d9299df97e,None:segment:0:week0,True
pleia,2,inner0_selection,aa58ad2f4adb4227fbc3,None:segment:0:week0,True
pleia,2,inner0_selection,7bb7f30b14516949a5ac,None:segment:0:week0,True
pleia,2,inner0_selection,05cf291e25df60af6f96,None:segment:0:week0,True
pleia,2,inner0_selection,d7ac60ce2685077c743c,None:segment:0:week0,True
pleia,2,inner0_selection,9e68b60ae8a1ce1a4e9f,None:segment:0:week0,True
pleia,2,inner0_selection,5545d00efefa36279d44,None:segment:0:week1,True
pleia,2,inner0_selection,282e0178b7230bad2800,None:segment:0:week1,True
pleia,2,inner0_selection,578d9292a5bb604a697a,None:segment:0:week1,True
pleia,2,inner0_selection,509b520ba31be8249e62,None:segment:0:week1,True
pleia,2,inner0_selection,b3e0f195a9235d6115eb,None:segment:0:week1,True
pleia,2,inner0_selection,8bc9b240bf7dcec0c8b2,None:segment:0:week1,True
pleia,2,inner0_selection,ce707dae59879266974e,None:segment:0:week1,True
pleia,2,inner0_selection,42785aa284be078ca9aa,None:segment:0:week2,True
pleia,2,inner0_selection,998a0385b27998a59fed,None:segment:0:week2,True
pleia,2,inner0_selection,4c44dc316bad25160df9,None:segment:0:week2,True
pleia,2,inner0_selection,ffae8445feb09183c6e5,None:segment:0:week2,True
pleia,2,inner0_selection,ec357c57e9873f4c1071,None:segment:0:week2,True
pleia,2,inner0_selection,8e0f44e69b6a8476f562,None:segment:0:week2,True
pleia,2,inner0_selection,2b74ab7d5325bc6fb8e6,None:segment:0:week2,True
pleia,2,inner0_selection,6d5ed2662f5e41ebbb0e,None:segment:0:week3,False
pleia,2,inner0_selection,1f1db957764fc59589f7,None:segment:0:week3,False
pleia,2,inner0_selection,5cef040a9c432cb07d9a,None:segment:0:week3,False
pleia,2,inner0_selection,6957af79552fd1bd98dc,None:segment:0:week3,False
pleia,2,inner1_selection,29b7a06bbb1ce8ea402a,None:segment:0:week0,True
pleia,2,inner1_selection,36c9860832d19efcacbf,None:segment:0:week0,True
pleia,2,inner1_selection,323cc650c9479c694566,None:segment:0:week0,True
pleia,2,inner1_selection,148812c9707c51afcca1,None:segment:0:week0,True
pleia,2,inner1_selection,9ca89d1b7b80626315e9,None:segment:0:week0,True
pleia,2,inner1_selection,66775e31bd52d61aedc7,None:segment:0:week0,True
pleia,2,inner1_selection,6d97f070d16d0635c2fb,None:segment:0:week0,True
pleia,2,inner1_selection,b162738b40339d82f763,None:segment:0:week1,True
pleia,2,inner1_selection,c9724bbb5ddca60bbd9b,None:segment:0:week1,True
pleia,2,inner1_selection,79beb77cc9afd0ebaca6,None:segment:0:week1,True
pleia,2,inner1_selection,0f7cf498f57f1e3797b0,None:segment:0:week1,True
pleia,2,inner1_selection,5720e316fd3fc3666929,None:segment:0:week1,True
pleia,2,inner1_selection,b504cb549452151d8cbb,None:segment:0:week1,True
pleia,2,inner1_selection,c45131f34d69aa08a9d7,None:segment:0:week1,True
pleia,2,inner1_selection,6ae31ee98825a1ec31f9,None:segment:0:week2,True
pleia,2,inner1_selection,21bcf0003513c03dbcf3,None:segment:0:week2,True
pleia,2,inner1_selection,7a3dbe903a4288f438e8,None:segment:0:week2,True
pleia,2,inner1_selection,bccb900e3200fb681b30,None:segment:0:week2,True
pleia,2,inner1_selection,8b0037240ead3e4e0294,None:segment:0:week2,True
pleia,2,inner1_selection,0a42b7cdf03111e07fbd,None:segment:0:week2,True
pleia,2,inner1_selection,318ce3237350a40d75fe,None:segment:0:week2,True
pleia,2,inner1_selection,024ce13e39a11e3666e3,None:segment:0:week3,False
pleia,2,inner1_selection,e84f3ef8854794d34af6,None:segment:0:week3,False
